seq,x,y
259,5.629999650642276,-3.250000150874257
260,5.649999650195241,-3.250000150874257
261,5.669999649748206,-3.250000150874257
262,5.689999649301171,-3.250000150874257
263,5.7099996488541365,-3.250000150874257
264,5.729999648407102,-3.250000150874257
265,5.749999647960067,-3.250000150874257
266,5.769999647513032,-3.250000150874257
267,5.789999647065997,-3.250000150874257
268,5.809999646618962,-3.250000150874257
269,5.8299996461719275,-3.250000150874257
270,5.849999645724893,-3.250000150874257
271,5.869999645277858,-3.250000150874257
272,5.889999644830823,-3.250000150874257
273,5.909999644383788,-3.250000150874257
274,5.929999643936753,-3.250000150874257
275,5.949999643489718,-3.250000150874257
276,5.969999643042684,-3.250000150874257
277,5.989999642595649,-3.250000150874257
278,6.009999642148614,-3.250000150874257
279,6.029999641701579,-3.250000150874257
280,6.049999641254544,-3.250000150874257
281,6.069999640807509,-3.250000150874257
282,6.089999640360475,-3.250000150874257
283,6.10999963991344,-3.250000150874257
284,6.129999639466405,-3.250000150874257
285,6.14999963901937,-3.250000150874257
286,6.169999638572335,-3.250000150874257
287,6.1899996381253,-3.250000150874257
288,6.209999637678266,-3.250000150874257
289,6.229999637231231,-3.250000150874257
290,6.249999636784196,-3.250000150874257
291,6.2689864527660575,-3.2440754683894966
292,6.273128298376605,-3.253176420334512
293,6.275972536594281,-3.262763822463967
294,6.277760866632434,-3.272602689431551
295,6.279261110739526,-3.282489163819946
296,6.28067468492668,-3.292389065942416
297,6.290240114400376,-3.2953059359944064
298,6.29984948918559,-3.298070828510731
299,6.3093648698322795,-3.3011476106685222
300,6.319093873521069,-3.303458401632497
301,6.327459351849711,-3.3089387481896892
302,6.334273316541157,-3.3162574736120405
303,6.337256714911973,-3.3067127960910057
304,6.3409066171741415,-3.297403103916281
305,6.350776001719169,-3.295792386178846
306,6.360612427280557,-3.293996121570558
307,6.37059655791677,-3.294562527807898
308,6.380591674880861,-3.294892117644281
309,6.386128784132097,-3.286565091463217
310,6.395705199933673,-3.283684842504158
311,6.405033813006412,-3.2800831580143495
312,6.414494262013704,-3.2768421912899157
313,6.422981810652118,-3.2715553261737114
314,6.428761839819799,-3.2633949259654855
315,6.438329710699691,-3.260486600835179
316,6.44723596050062,-3.255940702499288
317,6.442190794597764,-3.2473066694891486
318,6.451775755321023,-3.2444526656466905
319,6.4609407941786685,-3.240453031947027
320,6.469202512744005,-3.2348194871510714
321,6.464519895661169,-3.225984038129809
322,6.4739644755281915,-3.222697295039211
323,6.482799924549454,-3.218012846901729
324,6.490293820866327,-3.211391753299722
325,6.485653928391912,-3.202533721271152
326,6.4945308813184965,-3.1979298395381193
327,6.501342404603747,-3.1906092830611215
328,6.510998166106674,-3.1880067440567927
329,6.520448849489185,-3.184739532215758
330,6.529489376630863,-3.1804652403191085
331,6.537824337382062,-3.174939727747301
332,6.533533565993594,-3.1659077455273064
333,6.526233761469257,-3.1590724185316503
334,6.5333712124815975,-3.1520680241569607
335,6.5426705286799915,-3.1483888250204473
336,6.551562130043749,-3.1438142401617597
337,6.559815303687401,-3.138168488334827
338,6.559883663060873,-3.1281684885583445
339,6.555948116273839,-3.1189753735294516
340,6.548545772689295,-3.1122511305156877
341,6.558131954115652,-3.109404450891816
342,6.56730065508259,-3.1054133621138362
343,6.575419551385494,-3.0995753495490135
344,6.581632930152864,-3.09173965636478
345,6.582969600044862,-3.0818293782659794
346,6.584440547277609,-3.0719380210651934
347,6.58505456093576,-3.0619569421867254
348,6.585844355839981,-3.0519880703392346
349,6.58664635777518,-3.0420204191948415
350,6.588061152665432,-3.0321211274239204
351,6.584718867583888,-3.0226960788064616
352,6.578896113807787,-3.0145661961756787
353,6.5699996296316385,-3.010000156238675
354,6.601820917982877,-2.99177933145063
355,6.603019648424834,-2.9818513531569124
356,6.604364863238516,-2.9719422957612096
357,6.604895869086022,-2.9619563340703507
358,6.605491572197707,-2.951974034488785
359,6.6058358104712624,-2.941980138227791
360,6.606208124916066,-2.931986852318346
361,6.606460810457293,-2.9219905146511564
362,6.60672936513879,-2.911993566632418
363,6.606924677634424,-2.901996008262131
364,6.607130976457938,-2.891997839540295
365,6.6072884471575435,-2.88199906046691
366,6.60745080066954,-2.8720002813935253
367,6.607580195197897,-2.8620015023201404
368,6.607712031132451,-2.8520021128952067
369,6.60781945300505,-2.842002723470273
370,6.607929316283844,-2.832003334045339
371,6.608019648313075,-2.8220039446204055
372,6.6081112010454035,-2.812003944843923
373,6.60818810534056,-2.802004555418989
374,6.608266230338813,-2.7920045556425066
375,6.608330927602992,-2.782005166217573
376,6.608398066273367,-2.7720051664410903
377,6.6084542186158615,-2.7620051666646077
378,6.608510370958356,-2.752005777239674
379,6.6085567576760695,-2.7420057774631914
380,6.608600702987587,-2.732005777686709
381,6.608634882674323,-2.7220057779102262
382,6.60865807603318,-2.7120057781337437
383,6.60865807603318,-2.702005778357261
384,6.608622675643346,-2.6920057785807785
385,6.608512812364552,-2.6820063891558448
386,6.608265009635716,-2.6720094411371065
