elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0030,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2050,0.0001,0.0104,0.0001,0.0104,0.0000,1.0000,0,0
1.6030,0.0001,0.0147,0.0001,0.0147,0.0000,1.0000,0,0
1.8050,0.0001,0.0173,0.0001,0.0173,0.0000,1.0000,0,0
2.0070,0.0001,0.0188,0.0001,0.0188,0.0000,1.0000,0,0
2.4040,0.0001,0.0234,0.0001,0.0234,0.0000,1.0000,0,0
2.6040,0.0002,0.0251,0.0002,0.0251,0.0000,1.0000,0,0
2.8040,0.0002,0.0265,0.0002,0.0265,0.0000,1.0000,0,0
3.2050,0.0002,0.0302,0.0002,0.0302,0.0000,1.0000,0,0
3.4060,0.0002,0.0319,0.0002,0.0319,0.0000,1.0000,0,0
3.8030,0.0002,0.0363,0.0002,0.0363,0.0000,1.0000,0,0
4.0060,0.0002,0.0387,0.0002,0.0387,0.0000,1.0000,0,0
4.4030,0.0003,0.0428,0.0003,0.0428,0.0000,1.0000,0,0
4.6080,0.0003,0.0446,0.0003,0.0446,0.0000,1.0000,0,0
5.0040,0.0003,0.0486,0.0003,0.0486,0.0000,1.0000,0,0
5.2050,0.0003,0.0503,0.0003,0.0503,0.0000,1.0000,0,0
5.6040,0.0003,0.0540,0.0003,0.0540,0.0000,1.0000,0,0
6.0040,0.0004,0.0577,0.0004,0.0577,0.0000,1.0000,0,0
