elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.4030,0.0001,0.0133,0.0001,0.0133,0.0000,1.0000,0,0
1.6040,0.0001,0.0152,0.0001,0.0152,0.0000,1.0000,0,0
1.8040,0.0002,0.0170,0.0002,0.0170,0.0000,1.0000,0,0
2.0040,0.0002,0.0191,0.0002,0.0191,0.0000,1.0000,0,0
2.2050,0.0002,0.0208,0.0002,0.0208,0.0000,1.0000,0,0
2.6030,0.0002,0.0254,0.0002,0.0254,0.0000,1.0000,0,0
2.8030,0.0003,0.0279,0.0003,0.0279,0.0000,1.0000,0,0
3.0040,0.0003,0.0303,0.0003,0.0303,0.0000,1.0000,0,0
3.4060,0.0003,0.0339,0.0003,0.0339,0.0000,1.0000,0,0
3.8040,0.0004,0.0379,0.0004,0.0379,0.0000,1.0000,0,0
4.0040,0.0004,0.0399,0.0004,0.0399,0.0000,1.0000,0,0
4.4030,0.0004,0.0441,0.0004,0.0441,0.0000,1.0000,0,0
4.6030,0.0004,0.0460,0.0004,0.0460,0.0000,1.0000,0,0
4.8070,0.0005,0.0482,0.0005,0.0482,0.0000,1.0000,0,0
5.2040,0.0005,0.0513,0.0005,0.0513,0.0000,1.0000,0,0
5.4050,0.0005,0.0533,0.0005,0.0533,0.0000,1.0000,0,0
5.8030,0.0006,0.0578,0.0006,0.0578,0.0000,1.0000,0,0
6.0040,0.0006,0.0592,0.0006,0.0592,0.0000,1.0000,0,0
