elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2040,0.0001,0.0061,0.0001,0.0061,0.0000,1.0000,0,0
1.4040,0.0001,0.0074,0.0001,0.0074,0.0000,1.0000,0,0
1.6050,0.0001,0.0087,0.0001,0.0087,3.4806,0.0308,0,0
1.8070,0.0001,0.0096,0.0001,0.0096,0.3890,0.6777,0,0
2.2040,0.0001,0.0111,0.0001,0.0111,0.0000,1.0000,0,0
2.4050,0.0001,0.0118,0.0001,0.0118,0.0000,1.0000,0,0
2.8040,0.0002,0.0142,0.0002,0.0142,0.1117,0.8943,0,0
3.0040,0.0002,0.0150,0.0002,0.0150,0.0000,1.0000,0,0
3.2040,0.0002,0.0160,0.0002,0.0160,2.2871,0.1016,0,0
3.4040,0.0002,0.0171,0.0002,0.0171,0.4694,0.6254,0,0
3.6040,0.0002,0.0175,0.0002,0.0175,0.0635,0.9385,0,0
3.8040,0.0002,0.0187,0.0002,0.0187,0.0000,1.0000,0,0
4.0040,0.0002,0.0190,0.0002,0.0190,3.7677,0.0231,0,0
4.2040,0.0003,0.0202,0.0003,0.0202,0.4524,0.6361,0,0
4.6040,0.0003,0.0227,0.0003,0.0227,1.0445,0.3519,0,0
5.0040,0.0003,0.0238,0.0003,0.0238,0.0000,1.0000,0,0
5.4030,0.0003,0.0258,0.0003,0.0258,0.2831,0.7535,0,0
5.6030,0.0003,0.0264,0.0003,0.0264,0.0895,0.9144,0,0
5.8030,0.0004,0.0272,0.0004,0.0272,0.0369,0.9637,0,0
6.0030,0.0004,0.0281,0.0004,0.0281,0.0737,0.9289,1,1
