elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.4040,0.0001,0.0068,0.0001,0.0068,0.0000,1.0000,0,0
1.6040,0.0001,0.0077,0.0001,0.0077,0.0159,0.9842,0,0
1.8040,0.0001,0.0087,0.0001,0.0087,0.0000,1.0000,0,0
2.2060,0.0001,0.0109,0.0001,0.0109,1.4019,0.2461,0,0
2.6040,0.0001,0.0133,0.0001,0.0133,0.1635,0.8491,0,0
2.8040,0.0002,0.0145,0.0002,0.0145,0.3941,0.6743,0,0
3.2030,0.0002,0.0165,0.0002,0.0165,0.3941,0.6743,0,0
3.4060,0.0002,0.0180,0.0002,0.0180,0.7851,0.4561,0,0
3.8030,0.0002,0.0193,0.0002,0.0193,0.9794,0.3755,0,0
4.0040,0.0002,0.0207,0.0002,0.0207,1.9394,0.1438,0,0
4.2050,0.0003,0.0219,0.0003,0.0219,2.3180,0.0985,0,0
4.6060,0.0003,0.0236,0.0003,0.0236,2.5061,0.0816,0,0
5.0040,0.0003,0.0254,0.0003,0.0254,5.5858,0.0038,0,0
5.2070,0.0003,0.0264,0.0003,0.0264,6.4488,0.0016,0,0
5.6040,0.0003,0.0286,0.0003,0.0286,9.5514,0.0001,0,0
5.8040,0.0004,0.0302,0.0004,0.0302,11.3661,0.0000,0,0
6.0040,0.0004,0.0313,0.0004,0.0313,14.1410,0.0000,1,1
