elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0030,0.0332,0.0216,0.0332,0.0216,0.0838,0.9196,0,0
1.2030,0.0686,0.0301,0.0686,0.0301,0.0756,0.9272,0,0
1.4030,0.1100,0.0334,0.1100,0.0334,0.0682,0.9341,0,0
1.6030,0.1454,0.0325,0.1454,0.0325,0.0695,0.9329,0,0
1.8030,0.1818,0.0364,0.1818,0.0364,0.0678,0.9345,0,0
2.0030,0.2265,0.0326,0.2265,0.0326,0.0628,0.9392,0,0
2.2040,0.2688,0.0317,0.2688,0.0317,0.0526,0.9487,0,0
2.6080,0.3345,0.0279,0.3345,0.0279,0.0433,0.9577,0,0
3.0030,0.3938,0.0206,0.3938,0.0206,0.0295,0.9709,0,0
3.2040,0.4124,0.0191,0.4124,0.0191,0.0245,0.9758,0,0
3.4040,0.4332,0.0207,0.4332,0.0207,0.0221,0.9781,0,0
3.6040,0.4540,0.0245,0.4540,0.0245,0.0224,0.9778,0,0
4.0050,0.4757,0.0266,0.4757,0.0266,0.0200,0.9802,0,0
4.4030,0.5011,0.0322,0.5011,0.0322,0.0196,0.9806,0,0
4.6030,0.5055,0.0347,0.5055,0.0347,0.0190,0.9812,0,0
4.8040,0.5121,0.0359,0.5121,0.0359,0.0183,0.9819,0,0
5.0050,0.5162,0.0376,0.5162,0.0376,0.0181,0.9820,0,0
5.4040,0.5216,0.0416,0.5216,0.0416,0.0174,0.9827,0,0
5.8030,0.5258,0.0463,0.5258,0.0463,0.0174,0.9828,0,0
6.0030,0.5306,0.0484,0.5306,0.0484,0.0176,0.9825,0,0
6.2070,0.5360,0.0514,0.5360,0.0514,0.0173,0.9828,0,0
6.4070,0.5517,0.0551,0.5517,0.0551,0.0165,0.9837,0,0
6.8030,0.5583,0.0587,0.5583,0.0587,0.0158,0.9843,0,0
7.0040,0.5602,0.0599,0.5602,0.0599,0.0156,0.9845,0,0
7.2050,0.5629,0.0607,0.5629,0.0607,0.0155,0.9846,0,0
7.6030,0.5721,0.0656,0.5721,0.0656,0.0145,0.9856,0,0
7.8030,0.5834,0.0685,0.5834,0.0685,0.0130,0.9871,0,0
8.0080,0.5900,0.0707,0.5900,0.0707,0.0118,0.9882,0,0
8.4080,0.5924,0.0740,0.5924,0.0740,0.0114,0.9887,0,0
8.8040,0.5988,0.0780,0.5988,0.0780,0.0101,0.9900,0,0
9.0070,0.6032,0.0804,0.6032,0.0804,0.0092,0.9908,0,0
9.4040,0.6011,0.0832,0.6011,0.0832,0.0097,0.9903,0,0
9.8040,0.6125,0.0889,0.6125,0.0889,0.0071,0.9929,0,0
10.2050,0.6158,0.0922,0.6158,0.0922,0.0064,0.9936,0,0
10.4050,0.6133,0.0936,0.6133,0.0936,0.0070,0.9930,0,0
10.8030,0.6226,0.0980,0.6226,0.0980,0.0045,0.9955,0,0
11.0070,0.6222,0.0995,0.6222,0.0995,0.0047,0.9953,0,0
11.4040,0.6250,0.1023,0.6250,0.1023,0.0039,0.9961,0,0
11.6040,0.6291,0.1045,0.6291,0.1045,0.0027,0.9973,0,0
11.8050,0.6303,0.1063,0.6303,0.1063,0.0023,0.9977,0,0
