elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0050,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.4040,0.0002,0.0109,0.0002,0.0109,0.0000,1.0000,0,0
1.6040,0.0002,0.0130,0.0002,0.0130,0.0000,1.0000,0,0
2.0050,0.0003,0.0156,0.0003,0.0156,0.0000,1.0000,0,0
2.4040,0.0004,0.0195,0.0004,0.0195,0.0000,1.0000,0,0
2.6040,0.0004,0.0211,0.0004,0.0211,0.0000,1.0000,0,0
3.0040,0.0005,0.0238,0.0005,0.0238,0.0000,1.0000,0,0
3.4050,0.0005,0.0269,0.0005,0.0269,0.0000,1.0000,0,0
3.8050,0.0006,0.0296,0.0006,0.0296,0.0000,1.0000,0,0
4.0050,0.0006,0.0312,0.0006,0.0312,0.0000,1.0000,0,0
4.4050,0.0007,0.0346,0.0007,0.0346,0.0000,1.0000,0,0
4.8030,0.0007,0.0379,0.0007,0.0379,0.0000,1.0000,0,0
5.0030,0.0008,0.0394,0.0008,0.0394,0.0000,1.0000,0,0
5.2050,0.0008,0.0410,0.0008,0.0410,0.0000,1.0000,0,0
5.6040,0.0009,0.0440,0.0009,0.0440,0.0000,1.0000,0,0
5.8070,0.0009,0.0453,0.0009,0.0453,0.0000,1.0000,0,0
6.0050,0.0009,0.0468,0.0009,0.0468,0.0000,1.0000,1,1
