elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.1414,0.0492,0.0050,0.0008,0.0062,0.9938,0,0
1.2050,0.1432,0.0441,0.0037,0.0059,0.0063,0.9937,0,0
1.4050,0.1421,0.0436,0.0039,0.0064,0.0062,0.9938,0,0
1.6050,0.1427,0.0407,0.0042,0.0093,0.0066,0.9934,0,0
1.8050,0.1432,0.0390,0.0061,0.0110,0.0068,0.9932,0,0
2.0050,0.1416,0.0359,0.0086,0.0141,0.0069,0.9932,0,0
2.2060,0.1392,0.0324,0.0100,0.0176,0.0068,0.9933,0,0
2.6040,0.1390,0.0295,0.0147,0.0205,0.0067,0.9933,0,0
2.8050,0.1414,0.0305,0.0194,0.0195,0.0068,0.9932,0,0
3.2050,0.1446,0.0301,0.0202,0.0199,0.0070,0.9930,0,0
3.4050,0.1441,0.0293,0.0232,0.0207,0.0073,0.9928,0,0
3.6050,0.1456,0.0297,0.0233,0.0203,0.0076,0.9924,0,0
4.0060,0.1462,0.0213,0.0278,0.0287,0.0072,0.9928,0,0
4.4050,0.1518,0.0168,0.0283,0.0332,0.0074,0.9926,0,0
4.6050,0.1544,0.0136,0.0312,0.0364,0.0072,0.9928,0,0
4.8050,0.1548,0.0139,0.0291,0.0361,0.0075,0.9926,0,0
5.0080,0.1609,0.0098,0.0321,0.0402,0.0072,0.9928,0,0
5.4050,0.1701,0.0023,0.0390,0.0477,0.0066,0.9934,0,0
5.6080,0.1703,0.0005,0.0394,0.0505,0.0062,0.9938,0,0
6.0050,0.1703,0.0044,0.0404,0.0544,0.0063,0.9937,0,0
6.4050,0.1748,0.0119,0.0446,0.0619,0.0059,0.9942,0,0
6.6050,0.1767,0.0149,0.0466,0.0649,0.0057,0.9943,0,0
6.8070,0.1801,0.0166,0.0512,0.0666,0.0053,0.9948,0,0
7.0070,0.1815,0.0189,0.0527,0.0689,0.0051,0.9949,0,0
7.2070,0.1815,0.0181,0.0520,0.0681,0.0055,0.9945,0,0
7.4080,0.1835,0.0223,0.0535,0.0723,0.0051,0.9949,0,0
7.8050,0.1917,0.0269,0.0620,0.0769,0.0038,0.9962,0,0
8.0050,0.1969,0.0318,0.0675,0.0818,0.0031,0.9969,0,0
8.2070,0.1993,0.0322,0.0693,0.0822,0.0033,0.9968,0,0
8.4120,0.2015,0.0329,0.0707,0.0829,0.0033,0.9967,0,0
8.8080,0.2032,0.0342,0.0704,0.0842,0.0031,0.9969,0,0
9.2050,0.2083,0.0368,0.0743,0.0868,0.0028,0.9972,0,0
9.6060,0.2100,0.0394,0.0754,0.0894,0.0024,0.9976,0,0
10.0060,0.2081,0.0408,0.0741,0.0908,0.0024,0.9976,0,0
10.2070,0.2086,0.0408,0.0746,0.0908,0.0024,0.9976,0,0
10.6070,0.2103,0.0418,0.0763,0.0918,0.0023,0.9977,0,0
11.0050,0.2132,0.0416,0.0781,0.0916,0.0023,0.9977,0,0
11.2060,0.2155,0.0415,0.0802,0.0915,0.0023,0.9977,0,0
11.6070,0.2176,0.0418,0.0817,0.0918,0.0023,0.9977,0,0
12.0060,0.2205,0.0421,0.0845,0.0921,0.0022,0.9978,1,1
