elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0080,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.4040,0.0001,0.0042,0.0001,0.0042,0.0000,1.0000,0,0
1.8070,0.0001,0.0058,0.0001,0.0058,2.4914,0.0828,0,0
2.2060,0.0001,0.0070,0.0001,0.0070,1.1086,0.3300,0,0
2.4070,0.0001,0.0078,0.0001,0.0078,0.7303,0.4817,0,0
2.8040,0.0002,0.0092,0.0002,0.0092,0.4399,0.6441,0,0
3.0040,0.0002,0.0101,0.0002,0.0101,0.5779,0.5611,0,0
3.4030,0.0002,0.0113,0.0002,0.0113,0.1856,0.8306,0,0
3.6030,0.0002,0.0116,0.0002,0.0116,0.0464,0.9547,0,0
3.8050,0.0002,0.0122,0.0002,0.0122,0.0232,0.9771,0,0
4.2060,0.0003,0.0135,0.0003,0.0135,0.0232,0.9771,0,0
4.4060,0.0003,0.0142,0.0003,0.0142,0.0000,1.0000,0,0
4.8040,0.0003,0.0147,0.0003,0.0147,0.0000,1.0000,0,0
5.2070,0.0003,0.0153,0.0003,0.0153,1.4854,0.2264,0,0
5.4080,0.0003,0.0156,0.0003,0.0156,0.5728,0.5639,0,0
5.8040,0.0004,0.0173,0.0004,0.0173,0.3417,0.7105,0,0
6.0040,0.0004,0.0179,0.0004,0.0179,0.1282,0.8796,1,1
