elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2060,0.0001,0.0011,0.0001,0.0011,0.0000,1.0000,0,0
1.4080,0.0001,0.0014,0.0001,0.0014,-0.0000,1.0000,0,0
1.8050,0.0001,0.0025,0.0001,0.0025,2.3522,0.0952,0,0
2.0050,0.0001,0.0031,0.0001,0.0031,1.6063,0.2006,0,0
2.2060,0.0001,0.0039,0.0001,0.0039,0.7392,0.4775,0,0
2.6050,0.0001,0.0043,0.0001,0.0043,0.2703,0.7632,0,0
2.8050,0.0002,0.0050,0.0002,0.0050,-0.0000,1.0000,0,0
3.0080,0.0002,0.0053,0.0002,0.0053,-0.0000,1.0000,0,0
3.4050,0.0002,0.0069,0.0002,0.0069,0.7176,0.4879,0,0
3.6060,0.0002,0.0074,0.0002,0.0074,0.4972,0.6083,0,0
4.0060,0.0002,0.0084,0.0002,0.0084,0.1014,0.9036,0,0
4.4050,0.0003,0.0086,0.0003,0.0086,0.0730,0.9296,0,0
4.6070,0.0003,0.0088,0.0003,0.0088,2.1968,0.1112,0,0
5.0050,0.0003,0.0103,0.0003,0.0103,1.5244,0.2177,0,0
5.2050,0.0003,0.0107,0.0003,0.0107,1.2150,0.2967,0,0
5.4050,0.0003,0.0112,0.0003,0.0112,0.4566,0.6334,0,0
5.6070,0.0003,0.0114,0.0003,0.0114,0.5035,0.6044,0,0
6.0080,0.0004,0.0114,0.0004,0.0114,0.8069,0.4462,1,1
