elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0050,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.4070,0.0002,0.0017,0.0002,0.0017,-0.0000,1.0000,0,0
1.8070,0.0003,0.0026,0.0003,0.0026,0.0000,1.0000,0,0
2.0070,0.0004,0.0032,0.0004,0.0032,-0.0000,1.0000,0,0
2.4030,0.0004,0.0034,0.0004,0.0034,0.0000,1.0000,0,0
2.6040,0.0005,0.0036,0.0005,0.0036,0.0000,1.0000,0,0
2.8040,0.0005,0.0045,0.0005,0.0045,0.0000,1.0000,0,0
3.0070,0.0006,0.0049,0.0006,0.0049,0.0000,1.0000,0,0
3.4050,0.0007,0.0055,0.0007,0.0055,0.0000,1.0000,0,0
3.8040,0.0007,0.0063,0.0007,0.0063,0.0000,1.0000,0,0
4.2070,0.0008,0.0071,0.0008,0.0071,0.0000,1.0000,0,0
4.6060,0.0009,0.0080,0.0009,0.0080,0.0000,1.0000,0,0
5.0040,0.0010,0.0083,0.0010,0.0083,0.0000,1.0000,0,0
5.2070,0.0010,0.0084,0.0010,0.0084,0.0000,1.0000,0,0
5.6060,0.0011,0.0088,0.0011,0.0088,0.0000,1.0000,0,0
6.0060,0.0012,0.0094,0.0012,0.0094,0.0000,1.0000,1,1
