elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0070,0.0333,0.0019,0.0333,0.0019,0.0837,0.9197,0,0
1.4040,0.1105,0.0099,0.1105,0.0099,0.0794,0.9237,0,0
1.6080,0.1425,0.0090,0.1425,0.0090,0.0741,0.9286,0,0
2.0040,0.2164,0.0079,0.2164,0.0079,0.0572,0.9444,0,0
2.2070,0.2438,0.0104,0.2438,0.0104,0.0543,0.9472,0,0
2.6040,0.3058,0.0046,0.3058,0.0046,0.0473,0.9538,0,0
2.8040,0.3448,0.0160,0.3448,0.0160,0.0404,0.9604,0,0
3.0040,0.3693,0.0236,0.3693,0.0236,0.0368,0.9638,0,0
3.2040,0.3996,0.0350,0.3996,0.0350,0.0275,0.9729,0,0
3.6030,0.4372,0.0468,0.4372,0.0468,0.0189,0.9812,0,0
3.8050,0.4538,0.0546,0.4538,0.0546,0.0140,0.9861,0,0
4.2040,0.4695,0.0593,0.4695,0.0593,0.0093,0.9908,0,0
4.4060,0.4772,0.0622,0.4772,0.0622,0.0072,0.9929,0,0
4.8080,0.4869,0.0625,0.4869,0.0625,0.0043,0.9957,0,0
5.2040,0.4860,0.0603,0.4860,0.0603,0.0046,0.9954,0,0
5.4080,0.4883,0.0594,0.4883,0.0594,0.0040,0.9961,0,0
5.8030,0.4943,0.0594,0.4943,0.0594,0.0024,0.9976,0,0
6.0090,0.4954,0.0590,0.4954,0.0590,0.0021,0.9979,0,0
6.4050,0.4953,0.0577,0.4953,0.0577,0.0022,0.9978,0,0
6.8090,0.4971,0.0556,0.4971,0.0556,0.0016,0.9984,0,0
7.2080,0.4993,0.0538,0.4993,0.0538,0.0009,0.9991,0,0
7.6040,0.5015,0.0526,0.5015,0.0526,0.0002,0.9998,0,0
7.8070,0.5019,0.0515,0.5019,0.0515,0.0001,0.9999,0,0
8.2040,0.5019,0.0491,0.5019,0.0491,0.0001,0.9999,0,0
8.4040,0.5019,0.0478,0.5019,0.0478,0.0000,1.0000,0,0
8.6070,0.5020,0.0469,0.5020,0.0469,0.0000,1.0000,0,0
8.8070,0.5019,0.0460,0.5019,0.0460,0.0000,1.0000,0,0
9.2030,0.5019,0.0442,0.5019,0.0442,0.0000,1.0000,0,0
9.4040,0.5018,0.0434,0.5018,0.0434,0.0000,1.0000,0,0
9.8040,0.5017,0.0409,0.5017,0.0409,0.0000,1.0000,0,0
10.0060,0.5017,0.0394,0.5017,0.0394,0.0000,1.0000,0,0
10.4030,0.5016,0.0370,0.5016,0.0370,0.0000,1.0000,0,0
10.6030,0.5015,0.0360,0.5015,0.0360,0.0000,1.0000,0,0
10.8030,0.5015,0.0350,0.5015,0.0350,0.0000,1.0000,0,0
11.0030,0.5014,0.0336,0.5014,0.0336,0.0000,1.0000,0,0
11.2040,0.5014,0.0328,0.5014,0.0328,0.0000,1.0000,0,0
11.4050,0.5013,0.0320,0.5013,0.0320,0.0000,1.0000,0,0
11.8060,0.5012,0.0299,0.5012,0.0299,0.0000,1.0000,0,0
