elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0060,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.4070,0.0001,0.0114,0.0001,0.0114,0.0000,1.0000,0,0
1.8040,0.0001,0.0151,0.0001,0.0151,0.0000,1.0000,0,0
2.0050,0.0002,0.0176,0.0002,0.0176,0.0000,1.0000,0,0
2.4030,0.0002,0.0222,0.0002,0.0222,0.0000,1.0000,0,0
2.6040,0.0002,0.0245,0.0002,0.0245,0.0000,1.0000,0,0
2.8070,0.0002,0.0268,0.0002,0.0268,0.0000,1.0000,0,0
3.2030,0.0003,0.0307,0.0003,0.0307,0.0000,1.0000,0,0
3.4030,0.0003,0.0324,0.0003,0.0324,0.0000,1.0000,0,0
3.6040,0.0003,0.0340,0.0003,0.0340,0.0000,1.0000,0,0
3.8050,0.0003,0.0366,0.0003,0.0366,0.0000,1.0000,0,0
4.2030,0.0004,0.0408,0.0004,0.0408,0.0000,1.0000,0,0
4.4040,0.0004,0.0420,0.0004,0.0420,0.0000,1.0000,0,0
4.6040,0.0004,0.0441,0.0004,0.0441,0.0000,1.0000,0,0
5.0080,0.0004,0.0486,0.0004,0.0486,0.0000,1.0000,0,0
5.4070,0.0005,0.0529,0.0005,0.0529,0.0000,1.0000,0,0
5.8040,0.0005,0.0564,0.0005,0.0564,0.0000,1.0000,0,0
6.0070,0.0005,0.0586,0.0005,0.0586,0.0000,1.0000,0,0
