elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.1087,0.0205,0.1087,0.0205,0.3132,0.7311,0,0
1.4080,0.3025,0.0317,0.3025,0.0317,0.1876,0.8290,0,0
1.8030,0.4060,0.0365,0.4060,0.0365,0.1091,0.8966,0,0
2.0030,0.4549,0.0357,0.4549,0.0357,0.0769,0.9260,0,0
2.2040,0.4994,0.0338,0.4994,0.0338,0.0574,0.9442,0,0
2.4040,0.5084,0.0430,0.5084,0.0430,0.0452,0.9558,0,0
2.6040,0.5310,0.0440,0.5310,0.0440,0.0338,0.9668,0,0
2.8040,0.5399,0.0490,0.5399,0.0490,0.0278,0.9726,0,0
3.0050,0.5372,0.0506,0.5372,0.0506,0.0223,0.9780,0,0
3.4040,0.5420,0.0512,0.5420,0.0512,0.0156,0.9845,0,0
3.6060,0.5437,0.0496,0.5437,0.0496,0.0127,0.9874,0,0
4.0040,0.5360,0.0469,0.5360,0.0469,0.0085,0.9916,0,0
4.4060,0.5395,0.0466,0.5395,0.0466,0.0075,0.9925,0,0
4.8030,0.5343,0.0459,0.5343,0.0459,0.0055,0.9945,0,0
5.0040,0.5314,0.0459,0.5314,0.0459,0.0049,0.9951,0,0
5.2040,0.5280,0.0461,0.5280,0.0461,0.0042,0.9958,0,0
5.4040,0.5265,0.0472,0.5265,0.0472,0.0041,0.9959,0,0
5.6050,0.5298,0.0483,0.5298,0.0483,0.0046,0.9954,0,0
6.0040,0.5254,0.0504,0.5254,0.0504,0.0039,0.9961,0,0
6.2040,0.5219,0.0519,0.5219,0.0519,0.0036,0.9964,0,0
6.6050,0.5207,0.0520,0.5207,0.0520,0.0027,0.9973,0,0
6.8060,0.5183,0.0541,0.5183,0.0541,0.0026,0.9974,0,0
7.2030,0.5156,0.0563,0.5156,0.0563,0.0024,0.9976,0,0
7.4040,0.5151,0.0575,0.5151,0.0575,0.0024,0.9976,0,0
7.8030,0.5127,0.0607,0.5127,0.0607,0.0024,0.9976,0,0
8.0050,0.5109,0.0624,0.5109,0.0624,0.0024,0.9976,0,0
8.4030,0.5073,0.0663,0.5073,0.0663,0.0025,0.9975,0,0
8.6040,0.5069,0.0670,0.5069,0.0670,0.0025,0.9975,0,0
8.8040,0.5076,0.0682,0.5076,0.0682,0.0026,0.9974,0,0
9.2030,0.5063,0.0701,0.5063,0.0701,0.0024,0.9976,0,0
9.4070,0.5051,0.0717,0.5051,0.0717,0.0024,0.9976,0,0
9.8030,0.5071,0.0729,0.5071,0.0729,0.0024,0.9976,0,0
10.0040,0.5083,0.0730,0.5083,0.0730,0.0023,0.9977,0,0
10.2040,0.5080,0.0742,0.5080,0.0742,0.0023,0.9977,0,0
10.4050,0.5053,0.0763,0.5053,0.0763,0.0024,0.9976,0,0
10.8040,0.5057,0.0774,0.5057,0.0774,0.0023,0.9977,0,0
11.2040,0.5083,0.0785,0.5083,0.0785,0.0023,0.9977,0,0
