elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2040,0.0001,0.0076,0.0001,0.0076,0.0000,1.0000,0,0
1.4040,0.0001,0.0085,0.0001,0.0085,0.0000,1.0000,0,0
1.6050,0.0001,0.0099,0.0001,0.0099,0.0159,0.9842,0,0
1.8060,0.0001,0.0107,0.0001,0.0107,0.0000,1.0000,0,0
2.2040,0.0001,0.0134,0.0001,0.0134,1.4277,0.2399,0,0
2.6040,0.0002,0.0162,0.0002,0.0162,0.1974,0.8208,0,0
2.8040,0.0002,0.0174,0.0002,0.0174,0.3941,0.6743,0,0
3.0040,0.0002,0.0191,0.0002,0.0191,0.1974,0.8208,0,0
3.2060,0.0002,0.0205,0.0002,0.0205,0.1974,0.8208,0,0
3.6060,0.0002,0.0228,0.0002,0.0228,0.3941,0.6743,0,0
4.0050,0.0002,0.0243,0.0002,0.0243,0.5899,0.5544,0,0
4.4040,0.0003,0.0273,0.0003,0.0273,0.9793,0.3756,0,0
4.6040,0.0003,0.0284,0.0003,0.0284,2.3179,0.0985,0,0
4.8040,0.0003,0.0294,0.0003,0.0294,2.6934,0.0677,0,0
5.0040,0.0003,0.0309,0.0003,0.0309,3.0657,0.0466,0,0
5.4030,0.0003,0.0336,0.0003,0.0336,3.2507,0.0387,0,0
5.6030,0.0003,0.0346,0.0003,0.0346,4.5242,0.0108,0,0
5.8030,0.0004,0.0358,0.0004,0.0358,5.2348,0.0053,0,0
6.0040,0.0004,0.0371,0.0004,0.0371,6.7882,0.0011,1,1
