elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2050,0.0001,0.0025,0.0001,0.0025,0.0000,1.0000,0,0
1.6050,0.0019,0.0042,0.0019,0.0042,4.3044,0.0135,0,0
1.8050,0.0001,0.0046,0.0001,0.0046,2.3594,0.0945,0,0
2.2040,0.0001,0.0058,0.0001,0.0058,0.4886,0.6135,0,0
2.4040,0.0001,0.0064,0.0001,0.0064,0.2588,0.7719,0,0
2.8030,0.0002,0.0071,0.0002,0.0071,0.1162,0.8903,0,0
3.0040,0.0002,0.0074,0.0002,0.0074,0.1396,0.8697,0,0
3.2040,0.0002,0.0078,0.0002,0.0078,0.2786,0.7568,0,0
3.4070,0.0002,0.0083,0.0002,0.0083,0.2786,0.7568,0,0
3.8040,0.0002,0.0100,0.0002,0.0100,0.1396,0.8697,0,0
4.0040,0.0002,0.0104,0.0002,0.0104,0.4172,0.6589,0,0
4.4040,0.0003,0.0114,0.0003,0.0114,0.1396,0.8697,0,0
4.6040,0.0003,0.0124,0.0003,0.0124,0.0384,0.9623,0,0
4.8040,0.0003,0.0130,0.0003,0.0130,0.0000,1.0000,0,0
5.0040,0.0003,0.0139,0.0003,0.0139,0.0000,1.0000,0,0
5.4040,0.0003,0.0140,0.0003,0.0140,1.2648,0.2823,0,0
5.6060,0.0003,0.0145,0.0003,0.0145,0.5707,0.5651,0,0
6.0070,0.0004,0.0155,0.0004,0.0155,0.1686,0.8448,1,1
