elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0050,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2050,0.0001,0.0036,0.0001,0.0036,0.0000,1.0000,0,0
1.4060,0.0001,0.0044,0.0001,0.0044,0.0000,1.0000,0,0
1.8040,0.0001,0.0055,0.0001,0.0055,0.3890,0.6778,0,0
2.2030,0.0001,0.0066,0.0001,0.0066,0.0000,1.0000,0,0
2.4050,0.0001,0.0076,0.0001,0.0076,0.0000,1.0000,0,0
2.8040,0.0002,0.0087,0.0002,0.0087,0.1117,0.8943,0,0
3.0040,0.0002,0.0097,0.0002,0.0097,0.0000,1.0000,0,0
3.2040,0.0002,0.0100,0.0002,0.0100,2.2870,0.1016,0,0
3.6050,0.0002,0.0118,0.0002,0.0118,0.0634,0.9385,0,0
4.0030,0.0016,0.0128,0.0016,0.0128,3.8625,0.0210,0,0
4.2050,0.0003,0.0130,0.0003,0.0130,0.4567,0.6334,0,0
4.6040,0.0003,0.0146,0.0003,0.0146,0.0407,0.9602,0,0
4.8040,0.0016,0.0149,0.0016,0.0149,0.7009,0.4961,0,0
5.0050,0.0003,0.0156,0.0003,0.0156,0.0211,0.9791,0,0
5.4040,0.0003,0.0166,0.0003,0.0166,0.0000,1.0000,0,0
5.6040,0.0004,0.0172,0.0004,0.0172,2.7633,0.0631,0,0
5.8040,0.0004,0.0185,0.0004,0.0185,0.5176,0.5960,0,0
6.0030,0.0004,0.0190,0.0004,0.0190,0.0083,0.9918,1,1
