elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.4040,0.0001,0.0100,0.0001,0.0100,0.0000,1.0000,0,0
1.8030,0.0001,0.0139,0.0001,0.0139,0.3889,0.6778,0,0
2.0040,0.0001,0.0156,0.0001,0.0156,0.2056,0.8141,0,0
2.2040,0.0001,0.0174,0.0001,0.0174,0.0000,1.0000,0,0
2.4040,0.0001,0.0194,0.0001,0.0194,0.0000,1.0000,0,0
2.8040,0.0002,0.0224,0.0002,0.0224,0.1927,0.8248,0,0
3.0040,0.0002,0.0241,0.0002,0.0241,0.1002,0.9047,0,0
3.2060,0.0002,0.0258,0.0002,0.0258,0.1002,0.9047,0,0
3.6040,0.0002,0.0293,0.0002,0.0293,0.0261,0.9742,0,0
3.8070,0.0002,0.0313,0.0002,0.0313,1.9393,0.1438,0,0
4.2030,0.0002,0.0343,0.0002,0.0343,0.0000,1.0000,0,0
4.4040,0.0002,0.0363,0.0002,0.0363,3.4517,0.0317,0,0
4.6060,0.0003,0.0383,0.0003,0.0383,0.3978,0.6718,0,0
5.0040,0.0003,0.0413,0.0003,0.0413,0.0520,0.9493,0,0
5.4040,0.0003,0.0446,0.0003,0.0446,1.3104,0.2697,0,0
5.6050,0.0003,0.0463,0.0003,0.0463,0.3136,0.7308,0,0
6.0030,0.0003,0.0491,0.0003,0.0491,2.3641,0.0940,1,1
