elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0070,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.4040,0.0001,0.0122,0.0001,0.0122,0.0000,1.0000,0,0
1.8080,0.0001,0.0159,0.0001,0.0159,0.0000,1.0000,0,0
2.2040,0.0002,0.0199,0.0002,0.0199,0.0000,1.0000,0,0
2.4050,0.0002,0.0220,0.0002,0.0220,0.0000,1.0000,0,0
2.8040,0.0002,0.0260,0.0002,0.0260,0.0000,1.0000,0,0
3.0070,0.0002,0.0271,0.0002,0.0271,0.0000,1.0000,0,0
3.4030,0.0003,0.0309,0.0003,0.0309,0.0000,1.0000,0,0
3.6040,0.0003,0.0331,0.0003,0.0331,0.0000,1.0000,0,0
3.8040,0.0003,0.0352,0.0003,0.0352,0.0000,1.0000,0,0
4.0040,0.0003,0.0371,0.0003,0.0371,0.0000,1.0000,0,0
4.2060,0.0004,0.0391,0.0004,0.0391,0.0000,1.0000,0,0
4.6040,0.0004,0.0430,0.0004,0.0430,0.0000,1.0000,0,0
4.8040,0.0004,0.0448,0.0004,0.0448,0.0000,1.0000,0,0
5.0060,0.0004,0.0472,0.0004,0.0472,0.0000,1.0000,0,0
5.4040,0.0005,0.0511,0.0005,0.0511,0.0000,1.0000,0,0
5.6040,0.0005,0.0531,0.0005,0.0531,0.0000,1.0000,0,0
6.0040,0.0005,0.0572,0.0005,0.0572,0.0000,1.0000,0,0
