elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0217,0.0211,0.0217,0.0211,0.0810,0.9222,0,0
1.2050,0.0713,0.0343,0.0713,0.0343,0.0689,0.9334,0,0
1.4050,0.1188,0.0452,0.1188,0.0452,0.0663,0.9359,0,0
1.8060,0.1986,0.0538,0.1986,0.0538,0.0588,0.9429,0,0
2.2060,0.2820,0.0625,0.2820,0.0625,0.0465,0.9546,0,0
2.4070,0.2995,0.0678,0.2995,0.0678,0.0428,0.9581,0,0
2.8060,0.3269,0.0680,0.3269,0.0680,0.0320,0.9685,0,0
3.2060,0.3546,0.0717,0.3546,0.0717,0.0226,0.9777,0,0
3.6030,0.3712,0.0734,0.3712,0.0734,0.0162,0.9840,0,0
3.8070,0.3712,0.0732,0.3712,0.0732,0.0145,0.9856,0,0
4.2060,0.3663,0.0733,0.3663,0.0733,0.0107,0.9893,0,0
4.6040,0.3700,0.0769,0.3700,0.0769,0.0093,0.9907,0,0
4.8070,0.3741,0.0790,0.3741,0.0790,0.0087,0.9913,0,0
5.2070,0.3769,0.0820,0.3769,0.0820,0.0092,0.9909,0,0
5.6070,0.3752,0.0814,0.3752,0.0814,0.0082,0.9918,0,0
6.0040,0.3799,0.0853,0.3799,0.0853,0.0082,0.9919,0,0
6.2040,0.3788,0.0864,0.3788,0.0864,0.0076,0.9924,0,0
6.6050,0.3825,0.0886,0.3825,0.0886,0.0085,0.9916,0,0
6.8070,0.3817,0.0895,0.3817,0.0895,0.0084,0.9917,0,0
7.2030,0.3745,0.0888,0.3745,0.0888,0.0070,0.9930,0,0
7.4070,0.3720,0.0886,0.3720,0.0886,0.0066,0.9934,0,0
7.8050,0.3700,0.0900,0.3700,0.0900,0.0062,0.9938,0,0
8.2070,0.3634,0.0894,0.3634,0.0894,0.0049,0.9951,0,0
8.4070,0.3624,0.0897,0.3624,0.0897,0.0047,0.9953,0,0
8.8040,0.3632,0.0915,0.3632,0.0915,0.0048,0.9952,0,0
9.2060,0.3620,0.0929,0.3620,0.0929,0.0045,0.9955,0,0
9.6030,0.3664,0.0956,0.3664,0.0956,0.0053,0.9947,0,0
9.8070,0.3697,0.0973,0.3697,0.0973,0.0058,0.9942,0,0
10.2030,0.3742,0.1005,0.3742,0.1005,0.0064,0.9936,0,0
10.4040,0.3758,0.1015,0.3758,0.1015,0.0066,0.9935,0,0
10.6050,0.3793,0.1029,0.3793,0.1029,0.0070,0.9931,0,0
10.8080,0.3801,0.1041,0.3801,0.1041,0.0068,0.9932,0,0
11.2050,0.3814,0.1058,0.3814,0.1058,0.0068,0.9932,0,0
11.4070,0.3816,0.1066,0.3816,0.1066,0.0069,0.9931,0,0
11.8080,0.3768,0.1058,0.3768,0.1058,0.0062,0.9938,0,0
12.0040,0.3771,0.1067,0.3771,0.1067,0.0061,0.9939,1,1
