elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0050,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2080,0.0002,0.0103,0.0002,0.0103,0.0000,1.0000,0,0
1.6030,0.0003,0.0139,0.0003,0.0139,0.0000,1.0000,0,0
1.8040,0.0003,0.0157,0.0003,0.0157,0.0000,1.0000,0,0
2.2040,0.0004,0.0188,0.0004,0.0188,0.0000,1.0000,0,0
2.4070,0.0004,0.0205,0.0004,0.0205,0.0000,1.0000,0,0
2.8070,0.0005,0.0235,0.0005,0.0235,0.0000,1.0000,0,0
3.2030,0.0006,0.0272,0.0006,0.0272,0.0000,1.0000,0,0
3.4030,0.0006,0.0286,0.0006,0.0286,0.0000,1.0000,0,0
3.6040,0.0007,0.0299,0.0007,0.0299,0.0000,1.0000,0,0
3.8060,0.0007,0.0315,0.0007,0.0315,0.0000,1.0000,0,0
4.2060,0.0008,0.0354,0.0008,0.0354,0.0000,1.0000,0,0
4.6040,0.0009,0.0392,0.0009,0.0392,0.1023,0.9028,0,0
4.8040,0.0009,0.0418,0.0009,0.0418,0.0412,0.9596,0,0
5.0040,0.0009,0.0431,0.0009,0.0431,1.5045,0.2221,0,0
5.2050,0.0010,0.0450,0.0010,0.0450,1.0600,0.3464,0,0
5.6040,0.0011,0.0489,0.0011,0.0489,1.1059,0.3309,0,0
5.8040,0.0011,0.0510,0.0011,0.0510,0.9892,0.3719,0,0
6.0040,0.0011,0.0530,0.0011,0.0530,1.3067,0.2707,1,1
