elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2060,0.0001,0.0106,0.0001,0.0106,0.0000,1.0000,0,0
1.6040,0.0001,0.0148,0.0001,0.0148,0.0000,1.0000,0,0
2.0040,0.0001,0.0188,0.0001,0.0188,0.0000,1.0000,0,0
2.2040,0.0001,0.0211,0.0001,0.0211,0.0000,1.0000,0,0
2.4040,0.0002,0.0236,0.0002,0.0236,0.0000,1.0000,0,0
2.6060,0.0002,0.0255,0.0002,0.0255,0.0000,1.0000,0,0
3.0030,0.0002,0.0295,0.0002,0.0295,0.0000,1.0000,0,0
3.2040,0.0002,0.0321,0.0002,0.0321,0.0000,1.0000,0,0
3.4040,0.0002,0.0339,0.0002,0.0339,0.0000,1.0000,0,0
3.8040,0.0003,0.0379,0.0003,0.0379,0.0000,1.0000,0,0
4.0050,0.0003,0.0398,0.0003,0.0398,0.0000,1.0000,0,0
4.4060,0.0003,0.0432,0.0003,0.0432,0.0000,1.0000,0,0
4.8050,0.0003,0.0472,0.0003,0.0472,0.0000,1.0000,0,0
5.0060,0.0004,0.0487,0.0004,0.0487,0.0000,1.0000,0,0
5.4040,0.0004,0.0531,0.0004,0.0531,0.0000,1.0000,0,0
5.8030,0.0004,0.0572,0.0004,0.0572,0.0000,1.0000,0,0
6.0030,0.0004,0.0592,0.0004,0.0592,0.0000,1.0000,0,0
