elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0711,0.0005,0.0711,0.0005,0.1401,0.8693,0,0
1.2070,0.1207,0.0125,0.1207,0.0125,0.1233,0.8840,0,0
1.6040,0.2337,0.0301,0.2337,0.0301,0.0836,0.9198,0,0
1.8040,0.3002,0.0341,0.3002,0.0341,0.0652,0.9369,0,0
2.2080,0.3810,0.0447,0.3810,0.0447,0.0387,0.9620,0,0
2.6030,0.4068,0.0486,0.4068,0.0486,0.0288,0.9716,0,0
2.8040,0.4284,0.0511,0.4284,0.0511,0.0239,0.9764,0,0
3.0050,0.4433,0.0567,0.4433,0.0567,0.0187,0.9815,0,0
3.2080,0.4471,0.0577,0.4471,0.0577,0.0177,0.9825,0,0
3.6060,0.4635,0.0600,0.4635,0.0600,0.0156,0.9846,0,0
3.8060,0.4726,0.0626,0.4726,0.0626,0.0138,0.9863,0,0
4.0070,0.4797,0.0624,0.4797,0.0624,0.0132,0.9868,0,0
4.4040,0.4868,0.0642,0.4868,0.0642,0.0118,0.9883,0,0
4.6050,0.4957,0.0656,0.4957,0.0656,0.0122,0.9879,0,0
4.8080,0.5003,0.0674,0.5003,0.0674,0.0126,0.9874,0,0
5.2040,0.5078,0.0686,0.5078,0.0686,0.0121,0.9880,0,0
5.4040,0.5161,0.0699,0.5161,0.0699,0.0121,0.9880,0,0
5.6070,0.5170,0.0712,0.5170,0.0712,0.0121,0.9879,0,0
5.8080,0.5276,0.0730,0.5276,0.0730,0.0118,0.9882,0,0
6.2060,0.5422,0.0744,0.5422,0.0744,0.0115,0.9886,0,0
6.4070,0.5487,0.0754,0.5487,0.0754,0.0112,0.9889,0,0
6.8030,0.5621,0.0765,0.5621,0.0765,0.0106,0.9894,0,0
7.0030,0.5707,0.0769,0.5707,0.0769,0.0099,0.9901,0,0
7.2040,0.5732,0.0776,0.5732,0.0776,0.0098,0.9903,0,0
7.4040,0.5775,0.0773,0.5775,0.0773,0.0095,0.9906,0,0
7.6050,0.5812,0.0797,0.5812,0.0797,0.0089,0.9912,0,0
7.8060,0.5920,0.0805,0.5920,0.0805,0.0076,0.9925,0,0
8.2030,0.5992,0.0824,0.5992,0.0824,0.0065,0.9935,0,0
8.4040,0.6028,0.0834,0.6028,0.0834,0.0059,0.9941,0,0
8.6040,0.6042,0.0839,0.6042,0.0839,0.0057,0.9943,0,0
8.8040,0.6108,0.0849,0.6108,0.0849,0.0047,0.9953,0,0
9.0060,0.6152,0.0862,0.6152,0.0862,0.0040,0.9960,0,0
9.4050,0.6194,0.0876,0.6194,0.0876,0.0032,0.9968,0,0
9.8040,0.6259,0.0900,0.6259,0.0900,0.0020,0.9980,0,0
10.0040,0.6285,0.0904,0.6285,0.0904,0.0014,0.9986,0,0
10.4050,0.6331,0.0919,0.6331,0.0919,0.0005,0.9995,0,0
10.6060,0.6319,0.0929,0.6319,0.0929,0.0007,0.9993,0,0
11.0050,0.6303,0.0949,0.6303,0.0949,0.0011,0.9989,0,0
11.4040,0.6337,0.0965,0.6337,0.0965,0.0004,0.9996,0,0
11.6040,0.6333,0.0977,0.6333,0.0977,0.0004,0.9996,0,0
11.8060,0.6333,0.0992,0.6333,0.0992,0.0004,0.9996,0,0
