elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0060,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2070,0.0001,0.0005,0.0001,0.0005,0.0000,1.0000,0,0
1.6040,0.0001,0.0003,0.0001,0.0003,-0.0000,1.0000,0,0
1.8050,0.0001,0.0007,0.0001,0.0007,-0.0000,1.0000,0,0
2.0060,0.0001,0.0009,0.0001,0.0009,-0.0000,1.0000,0,0
2.2070,0.0001,0.0011,0.0001,0.0011,-0.0000,1.0000,0,0
2.6030,0.0001,0.0012,0.0001,0.0012,-0.0000,1.0000,0,0
2.8030,0.0002,0.0012,0.0002,0.0012,-0.0000,1.0000,0,0
3.0050,0.0002,0.0015,0.0002,0.0015,-0.0000,1.0000,0,0
3.2060,0.0002,0.0022,0.0002,0.0022,-0.0000,1.0000,0,0
3.6040,0.0002,0.0032,0.0002,0.0032,-0.0000,1.0000,0,0
3.8040,0.0002,0.0035,0.0002,0.0035,-0.0000,1.0000,0,0
4.2040,0.0002,0.0034,0.0002,0.0034,-0.0000,1.0000,0,0
4.6040,0.0003,0.0030,0.0003,0.0030,-0.0000,1.0000,0,0
4.8060,0.0003,0.0031,0.0003,0.0031,-0.0000,1.0000,0,0
5.2030,0.0003,0.0033,0.0003,0.0033,-0.0000,1.0000,0,0
5.4040,0.0003,0.0030,0.0003,0.0030,-0.0000,1.0000,0,0
5.8060,0.0004,0.0040,0.0004,0.0040,-0.0000,1.0000,0,0
6.0070,0.0004,0.0041,0.0004,0.0041,-0.0000,1.0000,1,1
