elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0050,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2060,0.0001,0.0109,0.0001,0.0109,0.0000,1.0000,0,0
1.6040,0.0001,0.0146,0.0001,0.0146,0.0000,1.0000,0,0
1.8040,0.0002,0.0167,0.0002,0.0167,0.0000,1.0000,0,0
2.0040,0.0002,0.0185,0.0002,0.0185,0.0000,1.0000,0,0
2.2050,0.0002,0.0205,0.0002,0.0205,0.0000,1.0000,0,0
2.6060,0.0002,0.0242,0.0002,0.0242,0.0000,1.0000,0,0
3.0060,0.0003,0.0280,0.0003,0.0280,0.0000,1.0000,0,0
3.4070,0.0003,0.0315,0.0003,0.0315,0.0000,1.0000,0,0
3.8040,0.0003,0.0349,0.0003,0.0349,0.0000,1.0000,0,0
4.0040,0.0004,0.0371,0.0004,0.0371,0.0000,1.0000,0,0
4.2060,0.0004,0.0396,0.0004,0.0396,0.0000,1.0000,0,0
4.6040,0.0004,0.0441,0.0004,0.0441,0.0000,1.0000,0,0
4.8060,0.0004,0.0461,0.0004,0.0461,0.0000,1.0000,0,0
5.2040,0.0005,0.0495,0.0005,0.0495,0.0000,1.0000,0,0
5.4060,0.0005,0.0514,0.0005,0.0514,0.0000,1.0000,0,0
5.8040,0.0005,0.0553,0.0005,0.0553,0.0000,1.0000,0,0
6.0050,0.0005,0.0570,0.0005,0.0570,0.0000,1.0000,0,0
