elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2040,0.0001,0.0071,0.0001,0.0071,0.0000,1.0000,0,0
1.6030,0.0001,0.0097,0.0001,0.0097,0.0000,1.0000,0,0
1.8030,0.0001,0.0113,0.0001,0.0113,0.0000,1.0000,0,0
2.0040,0.0001,0.0134,0.0001,0.0134,0.0000,1.0000,0,0
2.2050,0.0001,0.0149,0.0001,0.0149,0.0000,1.0000,0,0
2.4050,0.0001,0.0161,0.0001,0.0161,0.0000,1.0000,0,0
2.8030,0.0002,0.0192,0.0002,0.0192,0.0000,1.0000,0,0
3.0040,0.0002,0.0204,0.0002,0.0204,0.0000,1.0000,0,0
3.2040,0.0002,0.0224,0.0002,0.0224,0.0000,1.0000,0,0
3.6060,0.0002,0.0252,0.0002,0.0252,0.0000,1.0000,0,0
4.0030,0.0002,0.0284,0.0002,0.0284,0.0000,1.0000,0,0
4.2050,0.0003,0.0300,0.0003,0.0300,0.0000,1.0000,0,0
4.6030,0.0003,0.0337,0.0003,0.0337,0.0000,1.0000,0,0
4.8040,0.0003,0.0349,0.0003,0.0349,0.0000,1.0000,0,0
5.2040,0.0003,0.0380,0.0003,0.0380,0.0000,1.0000,0,0
5.4040,0.0003,0.0397,0.0003,0.0397,0.0000,1.0000,0,0
5.6040,0.0003,0.0407,0.0003,0.0407,0.0000,1.0000,0,0
6.0080,0.0004,0.0441,0.0004,0.0441,0.0000,1.0000,1,1
