elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.1004,0.0185,0.1004,0.0185,0.3183,0.7274,0,0
1.2050,0.2321,0.0179,0.2321,0.0179,0.2622,0.7694,0,0
1.4050,0.3336,0.0100,0.3336,0.0100,0.1982,0.8202,0,0
1.6060,0.4223,0.0082,0.4223,0.0082,0.1571,0.8546,0,0
2.0040,0.5354,0.0135,0.5354,0.0135,0.0869,0.9168,0,0
2.4040,0.6104,0.0108,0.6104,0.0108,0.0424,0.9585,0,0
2.6040,0.6278,0.0087,0.6278,0.0087,0.0311,0.9693,0,0
2.8040,0.6424,0.0085,0.6424,0.0085,0.0237,0.9766,0,0
3.2030,0.6513,0.0058,0.6513,0.0058,0.0179,0.9822,0,0
3.4040,0.6601,0.0031,0.6601,0.0031,0.0149,0.9853,0,0
3.6040,0.6600,0.0013,0.6600,0.0013,0.0129,0.9872,0,0
3.8040,0.6620,0.0018,0.6620,0.0018,0.0128,0.9872,0,0
4.2030,0.6713,0.0003,0.6713,0.0003,0.0113,0.9887,0,0
4.4050,0.6710,0.0006,0.6710,0.0006,0.0106,0.9895,0,0
4.8030,0.6642,0.0001,0.6642,0.0001,0.0094,0.9907,0,0
5.0030,0.6581,0.0004,0.6581,0.0004,0.0089,0.9911,0,0
5.2040,0.6554,0.0000,0.6554,0.0000,0.0089,0.9911,0,0
5.4060,0.6542,0.0006,0.6542,0.0006,0.0088,0.9912,0,0
5.6070,0.6497,0.0013,0.6497,0.0013,0.0093,0.9908,0,0
6.0030,0.6422,0.0009,0.6422,0.0009,0.0093,0.9908,0,0
6.2040,0.6418,0.0011,0.6418,0.0011,0.0092,0.9909,0,0
6.6030,0.6317,0.0008,0.6317,0.0008,0.0092,0.9908,0,0
6.8070,0.6285,0.0012,0.6285,0.0012,0.0093,0.9907,0,0
7.2030,0.6204,0.0029,0.6204,0.0029,0.0083,0.9917,0,0
7.4040,0.6188,0.0043,0.6188,0.0043,0.0075,0.9925,0,0
7.6050,0.6157,0.0066,0.6157,0.0066,0.0075,0.9925,0,0
8.0040,0.6112,0.0105,0.6112,0.0105,0.0059,0.9941,0,0
8.2040,0.6076,0.0118,0.6076,0.0118,0.0050,0.9950,0,0
8.6070,0.6061,0.0111,0.6061,0.0111,0.0047,0.9953,0,0
9.0040,0.6055,0.0100,0.6055,0.0100,0.0042,0.9958,0,0
9.2040,0.6025,0.0117,0.6025,0.0117,0.0035,0.9965,0,0
9.4040,0.6006,0.0141,0.6006,0.0141,0.0027,0.9973,0,0
9.8030,0.5984,0.0135,0.5984,0.0135,0.0025,0.9975,0,0
10.0050,0.5982,0.0138,0.5982,0.0138,0.0022,0.9978,0,0
10.4030,0.5974,0.0123,0.5974,0.0123,0.0016,0.9984,0,0
10.6040,0.5968,0.0118,0.5968,0.0118,0.0012,0.9988,0,0
11.0030,0.5964,0.0113,0.5964,0.0113,0.0011,0.9989,0,0
11.2070,0.5962,0.0107,0.5962,0.0107,0.0008,0.9992,0,0
11.6040,0.5954,0.0094,0.5954,0.0094,0.0006,0.9994,0,0
11.8060,0.5950,0.0091,0.5950,0.0091,0.0004,0.9996,0,0
