elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0050,0.1260,0.0193,0.1260,0.0193,0.3083,0.7347,0,0
1.4030,0.3312,0.0125,0.3312,0.0125,0.1985,0.8200,0,0
1.6030,0.3954,0.0067,0.3954,0.0067,0.1445,0.8655,0,0
1.8040,0.4212,0.0117,0.4212,0.0117,0.1162,0.8903,0,0
2.0040,0.4811,0.0148,0.4811,0.0148,0.0842,0.9192,0,0
2.2070,0.5198,0.0200,0.5198,0.0200,0.0540,0.9474,0,0
2.6040,0.5440,0.0155,0.5440,0.0155,0.0302,0.9703,0,0
3.0040,0.5583,0.0156,0.5583,0.0156,0.0185,0.9816,0,0
3.4040,0.5751,0.0219,0.5751,0.0219,0.0154,0.9848,0,0
3.6050,0.5823,0.0237,0.5823,0.0237,0.0140,0.9861,0,0
3.8050,0.5833,0.0259,0.5833,0.0259,0.0134,0.9867,0,0
4.2030,0.5848,0.0288,0.5848,0.0288,0.0111,0.9889,0,0
4.4030,0.5861,0.0280,0.5861,0.0280,0.0108,0.9893,0,0
4.6070,0.5917,0.0298,0.5917,0.0298,0.0097,0.9904,0,0
5.0040,0.6059,0.0294,0.6059,0.0294,0.0088,0.9912,0,0
5.2040,0.6079,0.0276,0.6079,0.0276,0.0084,0.9916,0,0
5.6040,0.6265,0.0299,0.6265,0.0299,0.0071,0.9929,0,0
5.8050,0.6331,0.0297,0.6331,0.0297,0.0062,0.9938,0,0
6.0050,0.6333,0.0288,0.6333,0.0288,0.0058,0.9942,0,0
6.4040,0.6333,0.0259,0.6333,0.0259,0.0047,0.9953,0,0
6.6050,0.6347,0.0240,0.6347,0.0240,0.0046,0.9954,0,0
6.8050,0.6345,0.0224,0.6345,0.0224,0.0045,0.9955,0,0
7.0050,0.6319,0.0207,0.6319,0.0207,0.0046,0.9954,0,0
7.4030,0.6274,0.0177,0.6274,0.0177,0.0050,0.9951,0,0
7.6030,0.6289,0.0165,0.6289,0.0165,0.0049,0.9951,0,0
7.8030,0.6297,0.0153,0.6297,0.0153,0.0049,0.9951,0,0
8.0040,0.6343,0.0152,0.6343,0.0152,0.0048,0.9952,0,0
8.4030,0.6318,0.0116,0.6318,0.0116,0.0046,0.9955,0,0
8.6030,0.6334,0.0106,0.6334,0.0106,0.0046,0.9954,0,0
8.8050,0.6389,0.0104,0.6389,0.0104,0.0045,0.9955,0,0
9.2040,0.6409,0.0085,0.6409,0.0085,0.0041,0.9959,0,0
9.4040,0.6405,0.0074,0.6405,0.0074,0.0042,0.9958,0,0
9.6040,0.6433,0.0067,0.6433,0.0067,0.0041,0.9959,0,0
9.8040,0.6428,0.0054,0.6428,0.0054,0.0042,0.9958,0,0
10.2060,0.6464,0.0040,0.6464,0.0040,0.0041,0.9960,0,0
10.6030,0.6515,0.0028,0.6515,0.0028,0.0037,0.9963,0,0
10.8040,0.6566,0.0029,0.6566,0.0029,0.0034,0.9966,0,0
11.2050,0.6575,0.0004,0.6575,0.0004,0.0034,0.9966,0,0
11.6040,0.6584,0.0015,0.6584,0.0015,0.0033,0.9967,0,0
12.0040,0.6583,0.0036,0.6583,0.0036,0.0032,0.9968,0,0
