elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.1045,0.0209,0.1045,0.0209,0.3260,0.7218,0,0
1.2040,0.2039,0.0449,0.2039,0.0449,0.2579,0.7727,0,0
1.4040,0.2852,0.0417,0.2852,0.0417,0.2197,0.8027,0,0
1.6070,0.3900,0.0380,0.3900,0.0380,0.1695,0.8441,0,0
2.0050,0.4960,0.0342,0.4960,0.0342,0.0773,0.9256,0,0
2.4030,0.5282,0.0258,0.5282,0.0258,0.0421,0.9588,0,0
2.6040,0.5259,0.0229,0.5259,0.0229,0.0351,0.9655,0,0
2.8040,0.5416,0.0225,0.5416,0.0225,0.0294,0.9710,0,0
3.0050,0.5493,0.0221,0.5493,0.0221,0.0232,0.9771,0,0
3.2060,0.5455,0.0220,0.5455,0.0220,0.0187,0.9814,0,0
3.6030,0.5421,0.0176,0.5421,0.0176,0.0129,0.9871,0,0
3.8030,0.5533,0.0185,0.5533,0.0185,0.0112,0.9888,0,0
4.0030,0.5542,0.0180,0.5542,0.0180,0.0106,0.9894,0,0
4.2040,0.5568,0.0177,0.5568,0.0177,0.0100,0.9901,0,0
4.4040,0.5552,0.0201,0.5552,0.0201,0.0098,0.9903,0,0
4.8030,0.5622,0.0252,0.5622,0.0252,0.0089,0.9911,0,0
5.0030,0.5612,0.0261,0.5612,0.0261,0.0084,0.9916,0,0
5.2030,0.5594,0.0277,0.5594,0.0277,0.0082,0.9918,0,0
5.4040,0.5575,0.0276,0.5575,0.0276,0.0072,0.9928,0,0
5.6060,0.5557,0.0279,0.5557,0.0279,0.0066,0.9935,0,0
6.0030,0.5544,0.0296,0.5544,0.0296,0.0060,0.9940,0,0
6.2030,0.5508,0.0290,0.5508,0.0290,0.0051,0.9949,0,0
6.4070,0.5511,0.0307,0.5511,0.0307,0.0049,0.9951,0,0
6.8050,0.5465,0.0314,0.5465,0.0314,0.0045,0.9956,0,0
7.0060,0.5450,0.0315,0.5450,0.0315,0.0038,0.9962,0,0
7.2060,0.5468,0.0329,0.5468,0.0329,0.0035,0.9965,0,0
7.6040,0.5478,0.0350,0.5478,0.0350,0.0027,0.9973,0,0
7.8040,0.5465,0.0363,0.5465,0.0363,0.0027,0.9973,0,0
8.0060,0.5439,0.0367,0.5439,0.0367,0.0022,0.9978,0,0
8.2070,0.5429,0.0373,0.5429,0.0373,0.0019,0.9981,0,0
8.4070,0.5431,0.0388,0.5431,0.0388,0.0015,0.9985,0,0
8.6070,0.5442,0.0402,0.5442,0.0402,0.0014,0.9986,0,0
9.0040,0.5450,0.0436,0.5450,0.0436,0.0010,0.9990,0,0
9.4040,0.5431,0.0464,0.5431,0.0464,0.0008,0.9992,0,0
9.6040,0.5423,0.0474,0.5423,0.0474,0.0008,0.9992,0,0
9.8080,0.5431,0.0486,0.5431,0.0486,0.0005,0.9995,0,0
10.2040,0.5435,0.0508,0.5435,0.0508,0.0003,0.9997,0,0
10.4090,0.5440,0.0518,0.5440,0.0518,0.0002,0.9998,0,0
10.8040,0.5440,0.0544,0.5440,0.0544,0.0002,0.9998,0,0
11.0060,0.5436,0.0558,0.5436,0.0558,0.0003,0.9997,0,0
11.4040,0.5439,0.0580,0.5439,0.0580,0.0002,0.9998,0,0
11.6080,0.5439,0.0592,0.5439,0.0592,0.0002,0.9998,0,0
12.0030,0.5440,0.0621,0.5440,0.0621,0.0002,0.9998,0,0
