elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0050,0.0790,0.0049,0.0790,0.0049,0.1452,0.8648,0,0
1.2080,0.1360,0.0019,0.1360,0.0019,0.1205,0.8865,0,0
1.6050,0.2372,0.0081,0.2372,0.0081,0.0968,0.9077,0,0
1.8050,0.2925,0.0109,0.2925,0.0109,0.0863,0.9173,0,0
2.0050,0.3360,0.0111,0.3360,0.0111,0.0856,0.9180,0,0
2.2090,0.3783,0.0081,0.3783,0.0081,0.0773,0.9256,0,0
2.6050,0.4356,0.0039,0.4356,0.0039,0.0576,0.9441,0,0
2.8050,0.4668,0.0030,0.4668,0.0030,0.0505,0.9507,0,0
3.0060,0.4930,0.0033,0.4930,0.0033,0.0455,0.9555,0,0
3.4050,0.5339,0.0027,0.5339,0.0027,0.0276,0.9728,0,0
3.8060,0.5643,0.0008,0.5643,0.0008,0.0144,0.9857,0,0
4.2050,0.5833,0.0013,0.5833,0.0013,0.0083,0.9918,0,0
4.4070,0.5900,0.0042,0.5900,0.0042,0.0062,0.9939,0,0
4.8050,0.5914,0.0051,0.5914,0.0051,0.0053,0.9947,0,0
5.0080,0.5928,0.0071,0.5928,0.0071,0.0047,0.9953,0,0
5.4070,0.5933,0.0081,0.5933,0.0081,0.0042,0.9958,0,0
5.8050,0.5933,0.0092,0.5933,0.0092,0.0036,0.9964,0,0
6.0050,0.5930,0.0110,0.5930,0.0110,0.0034,0.9966,0,0
6.2050,0.5933,0.0123,0.5933,0.0123,0.0035,0.9965,0,0
6.6070,0.5936,0.0149,0.5936,0.0149,0.0036,0.9964,0,0
7.0080,0.5933,0.0168,0.5933,0.0168,0.0035,0.9965,0,0
7.4090,0.5933,0.0194,0.5933,0.0194,0.0035,0.9965,0,0
7.8050,0.5920,0.0225,0.5920,0.0225,0.0032,0.9968,0,0
8.0050,0.5918,0.0236,0.5918,0.0236,0.0030,0.9970,0,0
8.2090,0.5912,0.0249,0.5912,0.0249,0.0029,0.9971,0,0
8.6050,0.5921,0.0264,0.5921,0.0264,0.0032,0.9968,0,0
9.0050,0.5919,0.0290,0.5919,0.0290,0.0029,0.9971,0,0
9.2050,0.5927,0.0302,0.5927,0.0302,0.0031,0.9969,0,0
9.4050,0.5928,0.0311,0.5928,0.0311,0.0031,0.9969,0,0
9.6100,0.5932,0.0315,0.5932,0.0315,0.0031,0.9969,0,0
10.0050,0.5981,0.0300,0.5981,0.0300,0.0038,0.9962,0,0
10.2050,0.5993,0.0305,0.5993,0.0305,0.0040,0.9960,0,0
10.4050,0.6036,0.0274,0.6036,0.0274,0.0043,0.9957,0,0
10.8050,0.6132,0.0192,0.6132,0.0192,0.0045,0.9955,0,0
11.0050,0.6186,0.0146,0.6186,0.0146,0.0043,0.9957,0,0
11.2060,0.6225,0.0118,0.6225,0.0118,0.0042,0.9958,0,0
11.4090,0.6284,0.0059,0.6284,0.0059,0.0038,0.9962,0,0
11.8040,0.6381,0.0019,0.6381,0.0019,0.0028,0.9972,0,0
12.0050,0.6408,0.0035,0.6408,0.0035,0.0025,0.9975,0,0
