elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0030,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2050,0.0002,0.0094,0.0002,0.0094,0.0882,0.9156,0,0
1.6040,0.0003,0.0130,0.0003,0.0130,0.3509,0.7040,0,0
2.0040,0.0004,0.0161,0.0004,0.0161,0.0882,0.9156,0,0
2.4040,0.0004,0.0190,0.0004,0.0190,0.0882,0.9156,0,0
2.6050,0.0005,0.0204,0.0005,0.0204,0.1760,0.8386,0,0
3.0040,0.0006,0.0241,0.0006,0.0241,0.6111,0.5427,0,0
3.4050,0.0006,0.0272,0.0006,0.0272,0.3509,0.7040,0,0
3.8040,0.0007,0.0306,0.0007,0.0306,0.6111,0.5427,0,0
4.0040,0.0008,0.0329,0.0008,0.0329,0.6973,0.4979,0,0
4.2040,0.0008,0.0345,0.0008,0.0345,0.6112,0.5427,0,0
4.4040,0.0008,0.0366,0.0008,0.0366,0.6112,0.5427,0,0
4.6040,0.0009,0.0379,0.0009,0.0379,0.7832,0.4569,0,0
4.8040,0.0009,0.0398,0.0009,0.0398,1.0391,0.3538,0,0
5.0040,0.0010,0.0415,0.0010,0.0415,0.9541,0.3852,0,0
5.2040,0.0010,0.0432,0.0010,0.0432,0.5247,0.5917,0,0
5.4040,0.0010,0.0453,0.0010,0.0453,0.2637,0.7682,0,0
5.8030,0.0011,0.0487,0.0011,0.0487,0.3510,0.7040,0,0
6.0030,0.0012,0.0499,0.0012,0.0499,0.2637,0.7682,1,1
