elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0050,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.4040,0.0001,0.0128,0.0001,0.0128,0.0000,1.0000,0,0
1.6070,0.0001,0.0147,0.0001,0.0147,0.0000,1.0000,0,0
2.0030,0.0001,0.0196,0.0001,0.0196,0.0000,1.0000,0,0
2.2040,0.0001,0.0220,0.0001,0.0220,0.0000,1.0000,0,0
2.4050,0.0002,0.0240,0.0002,0.0240,0.0000,1.0000,0,0
2.8060,0.0002,0.0275,0.0002,0.0275,0.0000,1.0000,0,0
3.2040,0.0002,0.0312,0.0002,0.0312,0.0000,1.0000,0,0
3.4040,0.0002,0.0336,0.0002,0.0336,0.0000,1.0000,0,0
3.6050,0.0003,0.0356,0.0003,0.0356,0.0000,1.0000,0,0
4.0050,0.0003,0.0389,0.0003,0.0389,0.0000,1.0000,0,0
4.4050,0.0003,0.0420,0.0003,0.0420,0.0000,1.0000,0,0
4.8090,0.0003,0.0458,0.0003,0.0458,0.0000,1.0000,0,0
5.2030,0.0004,0.0498,0.0004,0.0498,0.0000,1.0000,0,0
5.4030,0.0004,0.0513,0.0004,0.0513,0.0000,1.0000,0,0
5.6030,0.0004,0.0534,0.0004,0.0534,0.0000,1.0000,0,0
5.8040,0.0004,0.0555,0.0004,0.0555,0.0000,1.0000,0,0
6.0040,0.0004,0.0577,0.0004,0.0577,0.0000,1.0000,0,0
