elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0030,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2040,0.0001,0.0091,0.0001,0.0091,0.1067,0.8988,0,0
1.4050,0.0001,0.0103,0.0001,0.0103,0.1205,0.8865,0,0
1.8040,0.0001,0.0134,0.0001,0.0134,0.4340,0.6479,0,0
2.2040,0.0001,0.0173,0.0001,0.0173,0.3225,0.7244,0,0
2.4040,0.0001,0.0190,0.0001,0.0190,0.2870,0.7505,0,0
2.6040,0.0001,0.0207,0.0001,0.0207,0.1541,0.8572,0,0
2.8040,0.0002,0.0221,0.0002,0.0221,0.2036,0.8158,0,0
3.2040,0.0002,0.0256,0.0002,0.0256,0.0000,1.0000,0,0
3.6040,0.0002,0.0290,0.0002,0.0290,1.1769,0.3082,0,0
3.8060,0.0002,0.0306,0.0002,0.0306,0.5461,0.5792,0,0
4.2030,0.0002,0.0340,0.0002,0.0340,0.0827,0.9206,0,0
4.4040,0.0002,0.0357,0.0002,0.0357,0.1238,0.8835,0,0
4.6040,0.0003,0.0375,0.0003,0.0375,0.0414,0.9594,0,0
5.0030,0.0003,0.0398,0.0003,0.0398,2.4507,0.0862,0,0
5.2070,0.0003,0.0424,0.0003,0.0424,1.0729,0.3420,0,0
5.6040,0.0003,0.0454,0.0003,0.0454,0.2131,0.8081,0,0
5.8060,0.0003,0.0469,0.0003,0.0469,0.0565,0.9451,0,0
6.0040,0.0003,0.0490,0.0003,0.0490,0.0268,0.9736,1,1
