elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2040,0.0001,0.0024,0.0001,0.0024,0.0000,1.0000,0,0
1.4040,0.0001,0.0030,0.0001,0.0030,0.0000,1.0000,0,0
1.6040,0.0001,0.0035,0.0001,0.0035,0.0000,1.0000,0,0
1.8040,0.0001,0.0043,0.0001,0.0043,0.0000,1.0000,0,0
2.0040,0.0001,0.0052,0.0001,0.0052,0.0000,1.0000,0,0
2.4040,0.0001,0.0063,0.0001,0.0063,0.0000,1.0000,0,0
2.6040,0.0001,0.0071,0.0001,0.0071,0.0000,1.0000,0,0
2.8040,0.0002,0.0077,0.0002,0.0077,0.0000,1.0000,0,0
3.0040,0.0002,0.0084,0.0002,0.0084,0.0000,1.0000,0,0
3.2040,0.0002,0.0090,0.0002,0.0090,0.0000,1.0000,0,0
3.4050,0.0002,0.0099,0.0002,0.0099,0.0000,1.0000,0,0
3.8040,0.0002,0.0110,0.0002,0.0110,0.0000,1.0000,0,0
4.2040,0.0002,0.0128,0.0002,0.0128,0.0000,1.0000,0,0
4.4040,0.0003,0.0137,0.0003,0.0137,0.0000,1.0000,0,0
4.6050,0.0003,0.0142,0.0003,0.0142,0.0000,1.0000,0,0
5.0040,0.0003,0.0146,0.0003,0.0146,0.0000,1.0000,0,0
5.2040,0.0003,0.0159,0.0003,0.0159,0.0000,1.0000,0,0
5.4060,0.0003,0.0163,0.0003,0.0163,0.0000,1.0000,0,0
5.8050,0.0004,0.0174,0.0004,0.0174,0.0000,1.0000,0,0
6.0040,0.0004,0.0184,0.0004,0.0184,0.0000,1.0000,1,1
