elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0050,0.0941,0.0021,0.0941,0.0021,0.3512,0.7038,0,0
1.4040,0.3360,0.0096,0.3360,0.0096,0.2069,0.8131,0,0
1.6040,0.4155,0.0036,0.4155,0.0036,0.1452,0.8649,0,0
1.8040,0.4699,0.0038,0.4699,0.0038,0.0969,0.9077,0,0
2.0040,0.5016,0.0034,0.5016,0.0034,0.0741,0.9286,0,0
2.4040,0.5586,0.0037,0.5586,0.0037,0.0440,0.9570,0,0
2.6040,0.5764,0.0049,0.5764,0.0049,0.0349,0.9657,0,0
3.0040,0.5939,0.0044,0.5939,0.0044,0.0202,0.9800,0,0
3.2040,0.6055,0.0040,0.6055,0.0040,0.0173,0.9829,0,0
3.6040,0.6241,0.0023,0.6241,0.0023,0.0137,0.9864,0,0
3.8060,0.6234,0.0016,0.6234,0.0016,0.0126,0.9875,0,0
4.0060,0.6239,0.0002,0.6239,0.0002,0.0128,0.9873,0,0
4.4040,0.6193,0.0010,0.6193,0.0010,0.0121,0.9880,0,0
4.6040,0.6186,0.0027,0.6186,0.0027,0.0126,0.9875,0,0
5.0030,0.6183,0.0048,0.6183,0.0048,0.0126,0.9874,0,0
5.2030,0.6155,0.0052,0.6155,0.0052,0.0124,0.9877,0,0
5.4040,0.6159,0.0056,0.6159,0.0056,0.0119,0.9881,0,0
5.8040,0.6067,0.0052,0.6067,0.0052,0.0118,0.9883,0,0
6.0040,0.6022,0.0031,0.6022,0.0031,0.0123,0.9878,0,0
6.2070,0.6003,0.0032,0.6003,0.0032,0.0123,0.9878,0,0
6.6040,0.6077,0.0044,0.6077,0.0044,0.0122,0.9878,0,0
6.8040,0.6015,0.0039,0.6015,0.0039,0.0120,0.9880,0,0
7.0050,0.5988,0.0041,0.5988,0.0041,0.0120,0.9881,0,0
7.4040,0.5983,0.0062,0.5983,0.0062,0.0116,0.9885,0,0
7.6040,0.6010,0.0077,0.6010,0.0077,0.0119,0.9882,0,0
7.8040,0.5986,0.0093,0.5986,0.0093,0.0114,0.9887,0,0
8.2030,0.6002,0.0130,0.6002,0.0130,0.0111,0.9889,0,0
8.4040,0.6005,0.0134,0.6005,0.0134,0.0113,0.9888,0,0
8.6040,0.5935,0.0145,0.5935,0.0145,0.0110,0.9890,0,0
8.8040,0.5942,0.0161,0.5942,0.0161,0.0111,0.9890,0,0
9.0040,0.5908,0.0164,0.5908,0.0164,0.0110,0.9891,0,0
9.4050,0.5894,0.0207,0.5894,0.0207,0.0094,0.9906,0,0
9.8060,0.5920,0.0238,0.5920,0.0238,0.0095,0.9906,0,0
10.2030,0.5904,0.0265,0.5904,0.0265,0.0088,0.9912,0,0
10.4040,0.5910,0.0276,0.5910,0.0276,0.0088,0.9912,0,0
10.8050,0.5929,0.0294,0.5929,0.0294,0.0090,0.9911,0,0
11.2040,0.5950,0.0304,0.5950,0.0304,0.0096,0.9905,0,0
11.6040,0.5970,0.0311,0.5970,0.0311,0.0100,0.9900,0,0
11.8050,0.5973,0.0313,0.5973,0.0313,0.0102,0.9899,0,0
12.0050,0.6034,0.0319,0.6034,0.0319,0.0109,0.9891,0,0
