elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0030,0.1092,0.0089,0.1092,0.0089,0.3327,0.7170,0,0
1.2050,0.2340,0.0059,0.2340,0.0059,0.2751,0.7595,0,0
1.4050,0.3303,0.0097,0.3303,0.0097,0.2166,0.8052,0,0
1.6050,0.3996,0.0220,0.3996,0.0220,0.1624,0.8501,0,0
2.0040,0.4906,0.0122,0.4906,0.0122,0.1005,0.9044,0,0
2.2050,0.5077,0.0116,0.5077,0.0116,0.0738,0.9288,0,0
2.6040,0.5455,0.0207,0.5455,0.0207,0.0473,0.9538,0,0
2.8040,0.5580,0.0210,0.5580,0.0210,0.0424,0.9585,0,0
3.0050,0.5575,0.0214,0.5575,0.0214,0.0374,0.9633,0,0
3.4040,0.5879,0.0287,0.5879,0.0287,0.0315,0.9690,0,0
3.8050,0.6035,0.0342,0.6035,0.0342,0.0259,0.9745,0,0
4.2040,0.5971,0.0386,0.5971,0.0386,0.0235,0.9767,0,0
4.4040,0.5980,0.0405,0.5980,0.0405,0.0228,0.9774,0,0
4.6060,0.6057,0.0400,0.6057,0.0400,0.0226,0.9777,0,0
5.0050,0.6088,0.0396,0.6088,0.0396,0.0207,0.9796,0,0
5.2050,0.6128,0.0386,0.6128,0.0386,0.0205,0.9798,0,0
5.6040,0.6123,0.0364,0.6123,0.0364,0.0198,0.9804,0,0
5.8050,0.6151,0.0356,0.6151,0.0356,0.0196,0.9806,0,0
6.2040,0.6188,0.0320,0.6188,0.0320,0.0192,0.9810,0,0
6.6050,0.6211,0.0296,0.6211,0.0296,0.0190,0.9812,0,0
7.0060,0.6225,0.0272,0.6225,0.0272,0.0194,0.9808,0,0
7.4030,0.6171,0.0262,0.6171,0.0262,0.0190,0.9812,0,0
7.6040,0.6085,0.0250,0.6085,0.0250,0.0194,0.9808,0,0
7.8040,0.6084,0.0235,0.6084,0.0235,0.0189,0.9813,0,0
8.0040,0.6085,0.0216,0.6085,0.0216,0.0186,0.9815,0,0
8.2070,0.6014,0.0203,0.6014,0.0203,0.0184,0.9818,0,0
8.6040,0.5956,0.0172,0.5956,0.0172,0.0179,0.9823,0,0
9.0040,0.5993,0.0158,0.5993,0.0158,0.0178,0.9823,0,0
9.2050,0.5994,0.0150,0.5994,0.0150,0.0174,0.9828,0,0
9.6030,0.5903,0.0131,0.5903,0.0131,0.0166,0.9836,0,0
9.8050,0.5833,0.0129,0.5833,0.0129,0.0154,0.9847,0,0
10.2070,0.5729,0.0122,0.5729,0.0122,0.0130,0.9871,0,0
10.6070,0.5616,0.0089,0.5616,0.0089,0.0111,0.9890,0,0
11.0040,0.5566,0.0072,0.5566,0.0072,0.0095,0.9905,0,0
11.2080,0.5566,0.0060,0.5566,0.0060,0.0097,0.9904,0,0
11.6030,0.5503,0.0049,0.5503,0.0049,0.0071,0.9929,0,0
11.8030,0.5490,0.0040,0.5490,0.0040,0.0065,0.9935,0,0
12.0050,0.5473,0.0036,0.5473,0.0036,0.0057,0.9943,0,0
