elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0060,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.4040,0.0001,0.0021,0.0001,0.0021,-0.0000,1.0000,0,0
1.6040,0.0001,0.0027,0.0001,0.0027,4.3043,0.0135,0,0
1.8040,0.0001,0.0029,0.0001,0.0029,2.0755,0.1255,0,0
2.0050,0.0001,0.0029,0.0001,0.0029,0.7833,0.4569,0,0
2.4030,0.0001,0.0035,0.0001,0.0035,-0.0000,1.0000,0,0
2.6040,0.0001,0.0046,0.0001,0.0046,-0.0000,1.0000,0,0
3.0040,0.0002,0.0041,0.0002,0.0041,1.7754,0.1694,0,0
3.4050,0.0002,0.0047,0.0002,0.0047,0.9635,0.3816,0,0
3.8040,0.0002,0.0060,0.0002,0.0060,0.1486,0.8619,0,0
4.2030,0.0002,0.0062,0.0002,0.0062,0.1486,0.8619,0,0
4.4070,0.0002,0.0064,0.0002,0.0064,0.2966,0.7433,0,0
4.8040,0.0003,0.0067,0.0003,0.0067,0.2966,0.7433,0,0
5.0040,0.0003,0.0072,0.0003,0.0072,0.1486,0.8619,0,0
5.2050,0.0003,0.0076,0.0003,0.0076,0.0795,0.9236,0,0
5.6040,0.0003,0.0076,0.0003,0.0076,1.0887,0.3366,0,0
6.0030,0.0003,0.0079,0.0003,0.0079,0.1632,0.8494,1,1
