elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0070,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.4040,0.0001,0.0037,0.0001,0.0037,0.0000,1.0000,0,0
1.8050,0.0001,0.0049,0.0001,0.0049,2.3522,0.0952,0,0
2.0070,0.0001,0.0053,0.0001,0.0053,1.6063,0.2006,0,0
2.4050,0.0001,0.0068,0.0001,0.0068,0.2703,0.7632,0,0
2.8040,0.0002,0.0086,0.0002,0.0086,0.0000,1.0000,0,0
3.2040,0.0002,0.0104,0.0002,0.0104,2.4606,0.0854,0,0
3.4060,0.0002,0.0114,0.0002,0.0114,1.2659,0.2820,0,0
3.8030,0.0002,0.0126,0.0002,0.0126,0.5570,0.5729,0,0
4.0040,0.0002,0.0134,0.0002,0.0134,0.4162,0.6596,0,0
4.2090,0.0003,0.0142,0.0003,0.0142,1.0347,0.3553,0,0
4.6040,0.0003,0.0146,0.0003,0.0146,2.4510,0.0862,0,0
5.0040,0.0003,0.0155,0.0003,0.0155,7.0222,0.0009,0,0
5.2040,0.0003,0.0162,0.0003,0.0162,10.4976,0.0000,0,0
5.6080,0.0003,0.0179,0.0003,0.0179,20.1064,0.0000,0,0
6.0040,0.0004,0.0186,0.0004,0.0186,30.7112,0.0000,1,1
