elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0060,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2070,0.0001,0.0016,0.0001,0.0016,0.0000,1.0000,0,0
1.6040,0.0019,0.0028,0.0019,0.0028,4.3044,0.0135,0,0
2.0040,0.0001,0.0031,0.0001,0.0031,1.6063,0.2006,0,0
2.2120,0.0001,0.0038,0.0001,0.0038,0.7392,0.4775,0,0
2.6030,0.0001,0.0055,0.0001,0.0055,0.2703,0.7632,0,0
2.8030,0.0002,0.0059,0.0002,0.0059,-0.0000,1.0000,0,0
3.0030,0.0002,0.0062,0.0002,0.0062,-0.0000,1.0000,0,0
3.2030,0.0002,0.0066,0.0002,0.0066,2.1734,0.1138,0,0
3.4040,0.0002,0.0069,0.0002,0.0069,0.7176,0.4879,0,0
3.6060,0.0002,0.0072,0.0002,0.0072,0.4972,0.6082,0,0
4.0030,0.0002,0.0080,0.0002,0.0080,0.1014,0.9036,0,0
4.2040,0.0002,0.0085,0.0002,0.0085,0.1014,0.9036,0,0
4.6030,0.0003,0.0091,0.0003,0.0091,2.1968,0.1112,0,0
4.8030,0.0003,0.0097,0.0003,0.0097,2.1312,0.1187,0,0
5.0040,0.0003,0.0103,0.0003,0.0103,1.8565,0.1562,0,0
5.2040,0.0003,0.0110,0.0003,0.0110,0.7026,0.4953,0,0
5.4040,0.0003,0.0118,0.0003,0.0118,0.2501,0.7787,0,0
5.6040,0.0003,0.0124,0.0003,0.0124,0.2199,0.8026,0,0
5.8040,0.0004,0.0125,0.0004,0.0125,0.2104,0.8102,0,0
6.0040,0.0004,0.0135,0.0004,0.0135,0.0077,0.9924,1,1
