elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2040,0.0002,0.0046,0.0002,0.0046,0.0000,1.0000,0,0
1.4050,0.0002,0.0053,0.0002,0.0053,0.0000,1.0000,0,0
1.6050,0.0003,0.0068,0.0003,0.0068,0.0000,1.0000,0,0
1.8060,0.0003,0.0076,0.0003,0.0076,0.0000,1.0000,0,0
2.2040,0.0004,0.0092,0.0004,0.0092,0.0000,1.0000,0,0
2.4040,0.0004,0.0095,0.0004,0.0095,0.0000,1.0000,0,0
2.6040,0.0005,0.0106,0.0005,0.0106,0.0000,1.0000,0,0
2.8050,0.0005,0.0114,0.0005,0.0114,0.0000,1.0000,0,0
3.0050,0.0005,0.0125,0.0005,0.0125,0.0000,1.0000,0,0
3.2050,0.0006,0.0142,0.0006,0.0142,0.0000,1.0000,0,0
3.4050,0.0006,0.0152,0.0006,0.0152,0.0000,1.0000,0,0
3.8040,0.0007,0.0176,0.0007,0.0176,0.0000,1.0000,0,0
4.0040,0.0007,0.0189,0.0007,0.0189,0.0000,1.0000,0,0
4.2070,0.0008,0.0205,0.0008,0.0205,0.0000,1.0000,0,0
4.6050,0.0009,0.0220,0.0009,0.0220,0.0000,1.0000,0,0
5.0050,0.0009,0.0235,0.0009,0.0235,0.0000,1.0000,0,0
5.4050,0.0010,0.0251,0.0010,0.0251,0.0000,1.0000,0,0
5.6060,0.0011,0.0256,0.0011,0.0256,0.0000,1.0000,0,0
6.0040,0.0011,0.0276,0.0011,0.0276,0.0000,1.0000,1,1
