elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2040,0.0001,0.0115,0.0001,0.0115,0.0000,1.0000,0,0
1.6030,0.0001,0.0156,0.0001,0.0156,0.0000,1.0000,0,0
1.8040,0.0001,0.0174,0.0001,0.0174,0.0000,1.0000,0,0
2.2040,0.0002,0.0208,0.0002,0.0208,0.0000,1.0000,0,0
2.4040,0.0002,0.0227,0.0002,0.0227,0.0000,1.0000,0,0
2.6040,0.0002,0.0245,0.0002,0.0245,0.0000,1.0000,0,0
2.8060,0.0002,0.0257,0.0002,0.0257,0.0000,1.0000,0,0
3.2040,0.0002,0.0299,0.0002,0.0299,0.0000,1.0000,0,0
3.4050,0.0003,0.0317,0.0003,0.0317,0.0000,1.0000,0,0
3.8030,0.0003,0.0352,0.0003,0.0352,0.0000,1.0000,0,0
4.0040,0.0003,0.0373,0.0003,0.0373,0.0000,1.0000,0,0
4.4070,0.0003,0.0412,0.0003,0.0412,0.0000,1.0000,0,0
4.8040,0.0004,0.0465,0.0004,0.0465,0.0000,1.0000,0,0
5.2040,0.0004,0.0506,0.0004,0.0506,0.0000,1.0000,0,0
5.6030,0.0004,0.0543,0.0004,0.0543,0.0000,1.0000,0,0
5.8030,0.0005,0.0563,0.0005,0.0563,0.0000,1.0000,0,0
6.0040,0.0005,0.0583,0.0005,0.0583,0.0000,1.0000,0,0
