elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0070,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.4040,0.0001,0.0164,0.0001,0.0164,0.0000,1.0000,0,0
1.6040,0.0002,0.0191,0.0002,0.0191,1.6364,0.1947,0,0
1.8040,0.0002,0.0219,0.0002,0.0219,0.7645,0.4655,0,0
2.0040,0.0002,0.0245,0.0002,0.0245,0.3420,0.7103,0,0
2.4030,0.0003,0.0301,0.0003,0.0301,0.3164,0.7287,0,0
2.6040,0.0003,0.0331,0.0003,0.0331,0.1575,0.8543,0,0
2.8040,0.0003,0.0351,0.0003,0.0351,0.2614,0.7699,0,0
3.0050,0.0003,0.0376,0.0003,0.0376,0.2096,0.8109,0,0
3.4030,0.0004,0.0434,0.0004,0.0434,0.2096,0.8109,0,0
3.6040,0.0004,0.0460,0.0004,0.0460,0.1052,0.9001,0,0
3.8040,0.0005,0.0485,0.0005,0.0485,0.1052,0.9001,0,0
4.0050,0.0005,0.0515,0.0005,0.0515,0.1052,0.9001,0,0
4.4040,0.0005,0.0566,0.0005,0.0566,0.1870,0.8295,0,0
4.6040,0.0006,0.0592,0.0006,0.0592,0.1270,0.8807,0,0
5.0030,0.0006,0.0643,0.0006,0.0643,0.0955,0.9089,0,0
5.2040,0.0007,0.0676,0.0007,0.0676,0.1027,0.9024,0,0
5.6040,0.0007,0.0738,0.0007,0.0738,0.0299,0.9705,0,0
5.8040,0.0007,0.0768,0.0007,0.0768,0.0955,0.9089,0,0
6.0030,0.0008,0.0795,0.0008,0.0795,0.0955,0.9089,1,1
