elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0070,0.0609,0.0119,0.0609,0.0119,0.1498,0.8609,0,0
1.4040,0.1868,0.0432,0.1868,0.0432,0.1200,0.8869,0,0
1.6040,0.2440,0.0349,0.2440,0.0349,0.1083,0.8974,0,0
1.8060,0.3012,0.0418,0.3012,0.0418,0.0948,0.9095,0,0
2.2040,0.4060,0.0479,0.4060,0.0479,0.0609,0.9409,0,0
2.4040,0.4462,0.0445,0.4462,0.0445,0.0418,0.9590,0,0
2.6050,0.4702,0.0439,0.4702,0.0439,0.0301,0.9704,0,0
2.8060,0.4949,0.0407,0.4949,0.0407,0.0204,0.9798,0,0
3.2030,0.5144,0.0379,0.5144,0.0379,0.0139,0.9862,0,0
3.4040,0.5249,0.0381,0.5249,0.0381,0.0108,0.9893,0,0
3.6060,0.5318,0.0374,0.5318,0.0374,0.0068,0.9933,0,0
4.0060,0.5404,0.0401,0.5404,0.0401,0.0046,0.9954,0,0
4.4040,0.5511,0.0402,0.5511,0.0402,0.0030,0.9970,0,0
4.8040,0.5518,0.0424,0.5518,0.0424,0.0025,0.9975,0,0
5.0040,0.5514,0.0439,0.5514,0.0439,0.0022,0.9978,0,0
5.2040,0.5539,0.0455,0.5539,0.0455,0.0020,0.9980,0,0
5.6040,0.5569,0.0478,0.5569,0.0478,0.0016,0.9984,0,0
5.8070,0.5593,0.0487,0.5593,0.0487,0.0015,0.9985,0,0
6.2040,0.5628,0.0507,0.5628,0.0507,0.0014,0.9986,0,0
6.4050,0.5659,0.0519,0.5659,0.0519,0.0010,0.9990,0,0
6.8040,0.5694,0.0542,0.5694,0.0542,0.0008,0.9992,0,0
7.0050,0.5709,0.0557,0.5709,0.0557,0.0006,0.9994,0,0
7.4030,0.5731,0.0584,0.5731,0.0584,0.0004,0.9996,0,0
7.6060,0.5738,0.0593,0.5738,0.0593,0.0004,0.9996,0,0
8.0040,0.5745,0.0627,0.5745,0.0627,0.0003,0.9997,0,0
8.2040,0.5748,0.0643,0.5748,0.0643,0.0003,0.9997,0,0
8.4040,0.5754,0.0657,0.5754,0.0657,0.0002,0.9998,0,0
8.6040,0.5754,0.0666,0.5754,0.0666,0.0002,0.9998,0,0
8.8080,0.5756,0.0680,0.5756,0.0680,0.0002,0.9998,0,0
9.2040,0.5758,0.0719,0.5758,0.0719,0.0002,0.9998,0,0
9.4050,0.5761,0.0734,0.5761,0.0734,0.0001,0.9999,0,0
9.8050,0.5762,0.0764,0.5762,0.0764,0.0001,0.9999,0,0
10.2040,0.5763,0.0790,0.5763,0.0790,0.0001,0.9999,0,0
10.4040,0.5765,0.0810,0.5765,0.0810,0.0001,0.9999,0,0
10.6070,0.5765,0.0822,0.5765,0.0822,0.0001,0.9999,0,0
10.8080,0.5766,0.0837,0.5766,0.0837,0.0000,1.0000,0,0
11.2040,0.5766,0.0871,0.5766,0.0871,0.0000,1.0000,0,0
11.4080,0.5767,0.0883,0.5767,0.0883,0.0000,1.0000,0,0
11.6080,0.5767,0.0896,0.5767,0.0896,0.0000,1.0000,0,0
12.0040,0.5766,0.0927,0.5766,0.0927,0.0000,1.0000,0,0
