elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0030,0.0298,0.0087,0.0298,0.0087,0.0853,0.9182,0,0
1.2030,0.0572,0.0050,0.0572,0.0050,0.0739,0.9288,0,0
1.4030,0.0882,0.0007,0.0882,0.0007,0.0653,0.9368,0,0
1.6050,0.1198,0.0041,0.1198,0.0041,0.0567,0.9449,0,0
1.8060,0.1525,0.0017,0.1525,0.0017,0.0512,0.9501,0,0
2.2030,0.2017,0.0046,0.2017,0.0046,0.0418,0.9591,0,0
2.4030,0.2353,0.0056,0.2353,0.0056,0.0397,0.9611,0,0
2.6040,0.2569,0.0089,0.2569,0.0089,0.0294,0.9711,0,0
2.8050,0.2695,0.0087,0.2695,0.0087,0.0249,0.9754,0,0
3.2080,0.2891,0.0118,0.2891,0.0118,0.0214,0.9788,0,0
3.6050,0.3047,0.0123,0.3047,0.0123,0.0195,0.9807,0,0
4.0070,0.3212,0.0112,0.3212,0.0112,0.0159,0.9842,0,0
4.4040,0.3313,0.0092,0.3313,0.0092,0.0136,0.9865,0,0
4.6050,0.3350,0.0093,0.3350,0.0093,0.0123,0.9878,0,0
5.0040,0.3387,0.0120,0.3387,0.0120,0.0112,0.9888,0,0
5.2040,0.3397,0.0124,0.3397,0.0124,0.0115,0.9885,0,0
5.6060,0.3417,0.0148,0.3417,0.0148,0.0108,0.9892,0,0
5.8060,0.3450,0.0151,0.3450,0.0151,0.0096,0.9905,0,0
6.2050,0.3522,0.0184,0.3522,0.0184,0.0078,0.9922,0,0
6.6030,0.3589,0.0216,0.3589,0.0216,0.0061,0.9939,0,0
6.8060,0.3625,0.0241,0.3625,0.0241,0.0053,0.9947,0,0
7.2030,0.3660,0.0276,0.3660,0.0276,0.0047,0.9953,0,0
7.4040,0.3682,0.0304,0.3682,0.0304,0.0042,0.9958,0,0
7.8070,0.3701,0.0326,0.3701,0.0326,0.0042,0.9958,0,0
8.2040,0.3718,0.0355,0.3718,0.0355,0.0034,0.9966,0,0
8.6060,0.3734,0.0380,0.3734,0.0380,0.0036,0.9964,0,0
9.0030,0.3742,0.0413,0.3742,0.0413,0.0031,0.9969,0,0
9.2040,0.3746,0.0431,0.3746,0.0431,0.0030,0.9970,0,0
9.4060,0.3746,0.0452,0.3746,0.0452,0.0025,0.9975,0,0
9.6060,0.3742,0.0469,0.3742,0.0469,0.0024,0.9976,0,0
10.0070,0.3742,0.0493,0.3742,0.0493,0.0020,0.9980,0,0
10.2070,0.3748,0.0519,0.3748,0.0519,0.0019,0.9981,0,0
10.6060,0.3745,0.0548,0.3745,0.0548,0.0016,0.9984,0,0
10.8060,0.3735,0.0564,0.3735,0.0564,0.0016,0.9984,0,0
11.2040,0.3733,0.0593,0.3733,0.0593,0.0016,0.9984,0,0
11.6070,0.3722,0.0626,0.3722,0.0626,0.0013,0.9987,0,0
12.0080,0.3711,0.0658,0.3711,0.0658,0.0012,0.9988,1,1
