elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0050,0.0725,0.0005,0.0725,0.0005,0.2359,0.7899,0,0
1.4070,0.2294,0.0316,0.2294,0.0316,0.1435,0.8664,0,0
1.8040,0.3364,0.0483,0.3364,0.0483,0.0887,0.9151,0,0
2.0060,0.3725,0.0465,0.3725,0.0465,0.0657,0.9364,0,0
2.4050,0.4258,0.0517,0.4258,0.0517,0.0381,0.9626,0,0
2.6050,0.4319,0.0516,0.4319,0.0516,0.0316,0.9689,0,0
3.0030,0.4519,0.0482,0.4519,0.0482,0.0244,0.9759,0,0
3.2040,0.4639,0.0493,0.4639,0.0493,0.0214,0.9788,0,0
3.4060,0.4643,0.0503,0.4643,0.0503,0.0214,0.9788,0,0
3.8060,0.4649,0.0496,0.4649,0.0496,0.0202,0.9800,0,0
4.2030,0.4755,0.0501,0.4755,0.0501,0.0197,0.9805,0,0
4.4030,0.4834,0.0489,0.4834,0.0489,0.0191,0.9811,0,0
4.6040,0.4790,0.0466,0.4790,0.0466,0.0180,0.9821,0,0
4.8040,0.4862,0.0463,0.4862,0.0463,0.0173,0.9828,0,0
5.0080,0.4858,0.0498,0.4858,0.0498,0.0172,0.9830,0,0
5.4050,0.4926,0.0538,0.4926,0.0538,0.0174,0.9827,0,0
5.8050,0.4951,0.0547,0.4951,0.0547,0.0166,0.9836,0,0
6.2060,0.5034,0.0517,0.5034,0.0517,0.0148,0.9853,0,0
6.6050,0.4965,0.0436,0.4965,0.0436,0.0129,0.9871,0,0
7.0040,0.5137,0.0378,0.5137,0.0378,0.0105,0.9895,0,0
7.2040,0.5210,0.0379,0.5210,0.0379,0.0094,0.9907,0,0
7.6040,0.5178,0.0339,0.5178,0.0339,0.0080,0.9920,0,0
7.8050,0.5172,0.0318,0.5172,0.0318,0.0066,0.9934,0,0
8.2040,0.5233,0.0300,0.5233,0.0300,0.0054,0.9946,0,0
8.4080,0.5212,0.0295,0.5212,0.0295,0.0050,0.9951,0,0
8.6080,0.5223,0.0299,0.5223,0.0299,0.0046,0.9954,0,0
9.0040,0.5298,0.0294,0.5298,0.0294,0.0032,0.9968,0,0
9.2050,0.5284,0.0296,0.5284,0.0296,0.0033,0.9967,0,0
9.6040,0.5323,0.0311,0.5323,0.0311,0.0028,0.9972,0,0
9.8050,0.5341,0.0322,0.5341,0.0322,0.0025,0.9975,0,0
10.2050,0.5411,0.0344,0.5411,0.0344,0.0015,0.9985,0,0
10.6040,0.5442,0.0363,0.5442,0.0363,0.0010,0.9990,0,0
10.8070,0.5436,0.0374,0.5436,0.0374,0.0011,0.9989,0,0
11.2020,0.5469,0.0394,0.5469,0.0394,0.0006,0.9995,0,0
11.4050,0.5474,0.0403,0.5474,0.0403,0.0005,0.9995,0,0
11.8040,0.5477,0.0424,0.5477,0.0424,0.0004,0.9996,0,0
12.0070,0.5476,0.0433,0.5476,0.0433,0.0004,0.9996,0,0
