elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0827,0.0040,0.0827,0.0040,0.3009,0.7401,0,0
1.2040,0.1971,0.0113,0.1971,0.0113,0.2457,0.7822,0,0
1.4040,0.2797,0.0379,0.2797,0.0379,0.1720,0.8420,0,0
1.8040,0.3701,0.0491,0.3701,0.0491,0.1067,0.8988,0,0
2.2030,0.4222,0.0602,0.4222,0.0602,0.0698,0.9326,0,0
2.4030,0.4369,0.0610,0.4369,0.0610,0.0538,0.9476,0,0
2.6040,0.4518,0.0605,0.4518,0.0605,0.0458,0.9552,0,0
2.8040,0.4505,0.0587,0.4505,0.0587,0.0393,0.9615,0,0
3.2030,0.4618,0.0608,0.4618,0.0608,0.0254,0.9750,0,0
3.4060,0.4667,0.0613,0.4667,0.0613,0.0225,0.9778,0,0
3.8050,0.4799,0.0626,0.4799,0.0626,0.0189,0.9813,0,0
4.2030,0.4892,0.0587,0.4892,0.0587,0.0150,0.9851,0,0
4.4040,0.4936,0.0548,0.4936,0.0548,0.0138,0.9863,0,0
4.8040,0.4920,0.0549,0.4920,0.0549,0.0123,0.9878,0,0
5.0040,0.4970,0.0523,0.4970,0.0523,0.0108,0.9892,0,0
5.2050,0.5075,0.0500,0.5075,0.0500,0.0105,0.9895,0,0
5.4050,0.5091,0.0495,0.5091,0.0495,0.0101,0.9900,0,0
5.6050,0.5190,0.0479,0.5190,0.0479,0.0096,0.9905,0,0
5.8050,0.5230,0.0478,0.5230,0.0478,0.0093,0.9907,0,0
6.2030,0.5372,0.0424,0.5372,0.0424,0.0074,0.9926,0,0
6.4080,0.5433,0.0416,0.5433,0.0416,0.0066,0.9934,0,0
6.8040,0.5495,0.0410,0.5495,0.0410,0.0061,0.9939,0,0
7.2050,0.5624,0.0349,0.5624,0.0349,0.0033,0.9967,0,0
7.6040,0.5695,0.0334,0.5695,0.0334,0.0023,0.9977,0,0
7.8040,0.5706,0.0338,0.5706,0.0338,0.0016,0.9984,0,0
8.2040,0.5746,0.0342,0.5746,0.0342,0.0012,0.9988,0,0
8.4040,0.5757,0.0347,0.5757,0.0347,0.0013,0.9987,0,0
8.6050,0.5747,0.0357,0.5747,0.0357,0.0011,0.9989,0,0
8.8080,0.5754,0.0358,0.5754,0.0358,0.0006,0.9994,0,0
9.2040,0.5770,0.0373,0.5770,0.0373,0.0005,0.9995,0,0
9.6040,0.5780,0.0397,0.5780,0.0397,0.0006,0.9994,0,0
9.8040,0.5763,0.0411,0.5763,0.0411,0.0004,0.9996,0,0
10.0040,0.5760,0.0419,0.5760,0.0419,0.0004,0.9996,0,0
10.2040,0.5761,0.0432,0.5761,0.0432,0.0004,0.9996,0,0
10.6040,0.5763,0.0450,0.5763,0.0450,0.0004,0.9996,0,0
10.8040,0.5755,0.0459,0.5755,0.0459,0.0003,0.9997,0,0
11.0070,0.5752,0.0465,0.5752,0.0465,0.0002,0.9998,0,0
11.4040,0.5754,0.0487,0.5754,0.0487,0.0002,0.9998,0,0
11.8070,0.5750,0.0503,0.5750,0.0503,0.0002,0.9998,0,0
