elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0050,0.1116,0.0085,0.1116,0.0085,0.3073,0.7354,0,0
1.2050,0.2202,0.0050,0.2202,0.0050,0.2425,0.7846,0,0
1.4050,0.2930,0.0067,0.2930,0.0067,0.1937,0.8239,0,0
1.8060,0.4685,0.0036,0.4685,0.0036,0.0970,0.9075,0,0
2.2040,0.5351,0.0015,0.5351,0.0015,0.0500,0.9513,0,0
2.4040,0.5503,0.0018,0.5503,0.0018,0.0351,0.9655,0,0
2.6050,0.5483,0.0007,0.5483,0.0007,0.0289,0.9715,0,0
2.8090,0.5561,0.0016,0.5561,0.0016,0.0214,0.9788,0,0
3.2040,0.5526,0.0005,0.5526,0.0005,0.0133,0.9868,0,0
3.4050,0.5530,0.0030,0.5530,0.0030,0.0106,0.9894,0,0
3.6050,0.5512,0.0045,0.5512,0.0045,0.0103,0.9898,0,0
3.8100,0.5508,0.0069,0.5508,0.0069,0.0087,0.9913,0,0
4.2050,0.5617,0.0069,0.5617,0.0069,0.0075,0.9925,0,0
4.4080,0.5643,0.0078,0.5643,0.0078,0.0069,0.9931,0,0
4.8050,0.5659,0.0094,0.5659,0.0094,0.0064,0.9936,0,0
5.0050,0.5701,0.0105,0.5701,0.0105,0.0068,0.9932,0,0
5.4040,0.5778,0.0098,0.5778,0.0098,0.0078,0.9922,0,0
5.6040,0.5786,0.0106,0.5786,0.0106,0.0077,0.9924,0,0
5.8040,0.5825,0.0113,0.5825,0.0113,0.0079,0.9922,0,0
6.0050,0.5820,0.0116,0.5820,0.0116,0.0082,0.9918,0,0
6.2050,0.5837,0.0132,0.5837,0.0132,0.0082,0.9918,0,0
6.6040,0.5877,0.0132,0.5877,0.0132,0.0091,0.9910,0,0
6.8080,0.5928,0.0125,0.5928,0.0125,0.0095,0.9906,0,0
7.2030,0.6038,0.0119,0.6038,0.0119,0.0098,0.9902,0,0
7.4060,0.6120,0.0106,0.6120,0.0106,0.0101,0.9899,0,0
7.6060,0.6224,0.0087,0.6224,0.0087,0.0101,0.9899,0,0
8.0060,0.6386,0.0051,0.6386,0.0051,0.0107,0.9894,0,0
8.4050,0.6442,0.0049,0.6442,0.0049,0.0108,0.9892,0,0
8.6050,0.6554,0.0032,0.6554,0.0032,0.0104,0.9896,0,0
8.8070,0.6729,0.0002,0.6729,0.0002,0.0088,0.9912,0,0
9.2070,0.6778,0.0008,0.6778,0.0008,0.0078,0.9923,0,0
9.4070,0.6884,0.0023,0.6884,0.0023,0.0064,0.9936,0,0
9.8050,0.7026,0.0037,0.7026,0.0037,0.0043,0.9957,0,0
10.2060,0.7075,0.0020,0.7075,0.0020,0.0037,0.9963,0,0
10.6090,0.7098,0.0010,0.7098,0.0010,0.0032,0.9968,0,0
11.0060,0.7161,0.0000,0.7161,0.0000,0.0020,0.9980,0,0
11.4040,0.7177,0.0011,0.7177,0.0011,0.0018,0.9982,0,0
11.6050,0.7180,0.0025,0.7180,0.0025,0.0018,0.9982,0,0
11.8050,0.7174,0.0035,0.7174,0.0035,0.0018,0.9983,0,0
12.0050,0.7183,0.0045,0.7183,0.0045,0.0017,0.9983,0,0
