elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0,0
1.2040,0.0001,0.0017,0.0001,0.0017,0.0000,1.0000,0,0
1.4040,0.0001,0.0019,0.0001,0.0019,-0.0000,1.0000,0,0
1.6040,0.0001,0.0019,0.0001,0.0019,4.3043,0.0135,0,0
2.0040,0.0001,0.0024,0.0001,0.0024,1.6063,0.2006,0,0
2.2040,0.0001,0.0031,0.0001,0.0031,0.7392,0.4775,0,0
2.4070,0.0001,0.0039,0.0001,0.0039,0.2703,0.7632,0,0
2.8040,0.0002,0.0049,0.0002,0.0049,-0.0000,1.0000,0,0
3.2030,0.0002,0.0066,0.0002,0.0066,1.1811,0.3069,0,0
3.4040,0.0002,0.0068,0.0002,0.0068,0.3992,0.6709,0,0
3.8080,0.0002,0.0077,0.0002,0.0077,0.3026,0.7389,0,0
4.2040,0.0002,0.0091,0.0002,0.0091,0.9001,0.4065,0,0
4.4040,0.0003,0.0096,0.0003,0.0096,0.3031,0.7385,0,0
4.6060,0.0003,0.0099,0.0003,0.0099,0.3031,0.7385,0,0
5.0040,0.0003,0.0114,0.0003,0.0114,0.2024,0.8167,0,0
5.2050,0.0003,0.0114,0.0003,0.0114,0.1014,0.9036,0,0
5.6030,0.0003,0.0130,0.0003,0.0130,0.8854,0.4126,0,0
5.8040,0.0004,0.0142,0.0004,0.0142,0.2232,0.7999,0,0
6.0060,0.0004,0.0143,0.0004,0.0143,0.0554,0.9461,1,1
